"","d"
"4831",1
"4832",3
"4833",9
"4834",4
"4835",5
"4836",4
"4837",3
"4838",2
"4839",1
"4840",7
"4841",2
"4842",9
"4843",1
"4844",2
"4845",6
"4846",10
"4847",13
"4848",4
"4849",2
"4850",1
"4851",3
"4852",3
"4853",6
"4854",8
"4855",3
"4856",3
"4857",5
"4858",5
"4859",6
"4860",1
"4861",3
"4862",6
"4863",4
"4864",1
"4865",5
"4866",4
"4867",7
"4868",6
"4869",3
"4870",1
"4871",3
"4872",5
"4873",1
"4874",5
"4875",1
"4876",13
"4877",1
"4878",12
"4879",2
"4880",2
"4881",2
"4882",6
"4883",4
"4884",3
"4885",6
"4886",4
"4887",7
"4888",3
"4889",4
"4890",1
"4891",2
"4892",1
"4893",4
"4894",3
"4895",2
"4896",9
"4897",1
"4898",5
"4899",6
"4900",1
"4901",5
"4902",4
"4903",7
"4904",4
"4905",1
"4906",5
"4907",4
"4908",4
"4909",1
"4910",2
"4911",1
"4912",1
"4913",12
"4914",2
"4915",5
"4916",5
"4917",3
"4918",4
"4919",8
"4920",4
"4921",1
"4922",1
"4923",4
"4924",13
"4925",3
"4926",3
"4927",2
"4928",4
"4929",6
"4930",11
"4931",4
"4932",5
"4933",5
"4934",1
"4935",4
"4936",2
"4937",5
"4938",5
"4939",9
"4940",4
"4941",9
"4942",8
"4943",1
"4944",1
"4945",1
"4946",5
"4947",5
"4948",11
"4949",5
"4950",1
"4951",2
"4952",1
"4953",1
"4954",5
"4955",4
"4956",1
"4957",2
"4958",4
"4959",1
"4960",1
"4961",1
"4962",15
"4963",10
"4964",5
"4965",10
"4966",5
"4967",9
"4968",2
"4969",1
"4970",17
"4971",5
"4972",4
"4973",2
"4974",2
"4975",3
"4976",1
"4977",8
"4978",1
"4979",4
"4980",2
"4981",12
"4982",4
"4983",2
"4984",1
"4985",3
"4986",20
"4987",11
"4988",2
"4989",1
"4990",6
"4991",7
"4992",5
"4993",2
"4994",8
"4995",1
"4996",6
"4997",3
"4998",9
"4999",1
"5000",1
"5001",1
"5002",10
"5003",14
"5004",1
"5005",2
"5006",6
"5007",2
"5008",1
"5009",11
"5010",6
"5011",9
"5012",20
"5013",2
"5014",17
"5015",5
"5016",16
"5017",5
"5018",8
"5019",9
"5020",5
"5021",3
"5022",4
"5023",1
"5024",5
"5025",5
"5026",3
"5027",19
"5028",4
"5029",1
"5030",1
"5031",4
"5032",1
"5033",8
"5034",1
"5035",4
"5036",8
"5037",10
"5038",7
"5039",1
"5040",3
"5041",5
"5042",6
"5043",2
"5044",2
"5045",1
"5046",6
"5047",4
"5048",4
"5049",5
"5050",3
"5051",3
"5052",10
"5053",6
"5054",6
"5055",10
"5056",1
"5057",4
"5058",2
"5059",10
"5060",4
"5061",19
"5062",1
"5063",6
"5064",4
"5065",9
"5066",2
"5067",2
"5068",11
"5069",4
"5070",8
"5071",5
"5072",7
"5073",1
"5074",2
"5075",8
"5076",3
"5077",3
"5078",2
"5079",3
"5080",1
"5081",3
"5082",3
"5083",1
"5084",2
"5085",1
"5086",9
"5087",4
"5088",8
"5089",3
"5090",26
"5091",1
"5092",2
"5093",7
"5094",7
"5095",1
"5096",3
"5097",6
"5098",1
"5099",6
"5100",13
"5101",2
"5102",2
"5103",2
"5104",9
"5105",2
"5106",6
"5107",1
"5108",5
"5109",5
"5110",2
"5111",8
"5112",5
"5113",5
"5114",10
"5115",2
"5116",3
"5117",4
"5118",4
"5119",5
"5120",1
"5121",2
"5122",1
"5123",1
"5124",1
"5125",2
"5126",5
"5127",4
"5128",1
"5129",3
"5130",4
"5131",2
"5132",5
"5133",15
"5134",7
"5135",2
"5136",8
"5137",4
"5138",3
"5139",2
"5140",10
"5141",5
"5142",5
"5143",2
"5144",6
"5145",3
"5146",1
"5147",2
"5148",5
"5149",7
"5150",6
"5151",8
"5152",5
"5153",2
"5154",2
"5155",5
"5156",2
"5157",4
"5158",14
"5159",3
"5160",3
"5161",19
"5162",7
"5163",2
"5164",8
"5165",3
"5166",5
"5167",14
"5168",2
"5169",5
"5170",2
"5171",7
"5172",1
"5173",12
"5174",1
"5175",2
"5176",7
"5177",1
"5178",4
"5179",3
"5180",3
"5181",6
"5182",1
"5183",6
"5184",2
"5185",1
"5186",1
"5187",13
"5188",15
"5189",2
"5190",1
"5191",13
"5192",6
"5193",1
"5194",2
"5195",4
"5196",14
"5197",4
"5198",8
"5199",1
"5200",3
"5201",2
"5202",6
"5203",9
"5204",8
"5205",2
"5206",8
"5207",10
"5208",1
"5209",2
"5210",5
"5211",5
"5212",3
"5213",4
"5214",17
"5215",17
"5216",14
"5217",1
"5218",13
"5219",4
"5220",1
"5221",1
"5222",12
"5223",6
"5224",3
"5225",13
"5226",3
"5227",2
"5228",1
"5229",1
"5230",2
"5231",8
"5232",1
"5233",2
"5234",8
"5235",6
"5236",7
"5237",3
"5238",1
"5239",4
"5240",12
"5241",2
"5242",15
"5243",14
"5244",2
"5245",1
"5246",10
"5247",1
"5248",1
"5249",5
"5250",3
"5251",1
"5252",31
"5253",5
"5254",4
"5255",3
"5256",4
"5257",26
"5258",1
"5259",3
"5260",2
"5261",3
"5262",1
"5263",1
"5264",1
"5265",2
"5266",11
"5267",1
"5268",3
"5269",9
"5270",2
"5271",1
"5272",3
"5273",1
"5274",16
"5275",4
"5276",5
"5277",3
"5278",16
"5279",3
"5280",3
"5281",2
"5282",13
"5283",1
"5284",1
"5285",1
"5286",4
"5287",1
"5288",7
"5289",10
"5290",8
"5291",1
"5292",3
"5293",4
"5294",4
"5295",4
"5296",1
"5297",4
"5298",9
"5299",1
"5300",1
"5301",1
"5302",2
"5303",1
"5304",1
"5305",1
"5306",2
"5307",6
"5308",8
"5309",4
"5310",2
"5311",2
"5312",4
"5313",19
"5314",1
"5315",5
"5316",22
"5317",4
"5318",2
"5319",5
"5320",6
"5321",10
"5322",1
"5323",2
"5324",3
"5325",2
"5326",1
"5327",9
"5328",3
"5329",3
"5330",11
"5331",9
"5332",8
"5333",5
"5334",2
"5335",3
"5336",3
"5337",1
"5338",3
"5339",1
"5340",3
"5341",6
"5342",3
"5343",2
"5344",4
"5345",1
"5346",2
"5347",5
"5348",1
"5349",16
"5350",7
"5351",17
"5352",1
"5353",11
"5354",1
"5355",7
"5356",1
"5357",4
"5358",7
"5359",4
"5360",25
"5361",4
"5362",4
"5363",7
"5364",13
"5365",1
"5366",5
"5367",1
"5368",33
"5369",3
"5370",15
"5371",6
"5372",4
"5373",1
"5374",1
"5375",13
"5376",3
"5377",1
"5378",2
"5379",4
"5380",6
"5381",1
"5382",3
"5383",12
"5384",8
"5385",8
"5386",3
"5387",4
"5388",6
"5389",14
"5390",3
"5391",16
"5392",6
"5393",1
"5394",1
"5395",7
"5396",6
"5397",3
"5398",2
"5399",5
"5400",2
"5401",5
"5402",6
"5403",5
"5404",6
"5405",4
"5406",14
"5407",18
"5408",1
"5409",14
"5410",2
"5411",2
"5412",1
"5413",1
"5414",5
"5415",4
"5416",3
"5417",9
"5418",6
"5419",3
"5420",9
"5421",3
"5422",1
"5423",4
"5424",7
"5425",2
"5426",1
"5427",3
"5428",4
"5429",6
"5430",4
"5431",4
"5432",3
"5433",8
"5434",1
"5435",31
"5436",6
"5437",2
"5438",5
"5439",2
"5440",6
"5441",12
"5442",2
"5443",4
"5444",7
"5445",4
"5446",5
"5447",2
"5448",1
"5449",4
"5450",2
"5451",6
"5452",2
"5453",1
"5454",2
"5455",5
"5456",31
"5457",1
"5458",4
"5459",2
"5460",4
"5461",1
"5462",5
"5463",1
"5464",3
"5465",4
"5466",6
"5467",6
"5468",6
"5469",4
"5470",8
"5471",5
"5472",17
"5473",11
"5474",7
"5475",4
"5476",1
"5477",4
"5478",1
"5479",3
"5480",10
"5481",1
"5482",6
"5483",6
"5484",2
"5485",2
"5486",4
"5487",7
"5488",2
"5489",6
"5490",2
"5491",6
"5492",8
"5493",3
"5494",1
"5495",16
"5496",4
"5497",9
"5498",1
"5499",1
"5500",1
"5501",2
"5502",2
"5503",6
"5504",2
"5505",9
"5506",1
"5507",3
"5508",22
"5509",5
"5510",4
"5511",1
"5512",5
"5513",3
"5514",4
"5515",6
"5516",3
"5517",3
"5518",6
"5519",1
"5520",3
"5521",21
"5522",9
"5523",1
"5524",4
"5525",4
"5526",5
"5527",1
"5528",2
"5529",8
"5530",2
"5531",2
"5532",8
"5533",1
"5534",2
"5535",2
"5536",6
"5537",1
"5538",3
"5539",4
"5540",16
"5541",3
"5542",13
"5543",5
"5544",8
"5545",2
"5546",2
"5547",4
"5548",5
"5549",2
"5550",5
"5551",11
"5552",2
"5553",2
"5554",5
"5555",1
"5556",3
"5557",9
"5558",1
"5559",8
"5560",7
"5561",1
"5562",1
"5563",3
"5564",5
"5565",4
"5566",1
"5567",11
"5568",5
"5569",5
"5570",2
"5571",5
"5572",2
"5573",2
"5574",6
"5575",1
"5576",15
"5577",1
"5578",2
"5579",3
"5580",6
"5581",9
"5582",3
"5583",4
"5584",4
"5585",4
"5586",4
"5587",5
"5588",1
"5589",9
"5590",2
"5591",5
"5592",3
"5593",7
"5594",19
"5595",5
"5596",12
"5597",2
"5598",1
"5599",1
"5600",3
"5601",3
"5602",1
"5603",4
"5604",11
"5605",6
"5606",9
"5607",5
"5608",5
"5609",2
"5610",3
"5611",5
"5612",5
"5613",4
"5614",7
"5615",12
"5616",3
"5617",4
"5618",4
"5619",2
"5620",1
"5621",4
"5622",2
"5623",6
"5624",12
"5625",5
"5626",1
"5627",1
"5628",5
"5629",3
"5630",8
"5631",4
"5632",3
"5633",2
"5634",1
"5635",2
"5636",1
"5637",7
"5638",4
"5639",5
"5640",5
"5641",6
"5642",5
"5643",6
"5644",11
"5645",3
"5646",4
"5647",2
"5648",10
"5649",2
"5650",2
"5651",1
"5652",6
"5653",10
"5654",11
"5655",3
"5656",1
"5657",1
"5658",5
"5659",9
"5660",3
"5661",4
"5662",1
"5663",5
"5664",19
"5665",10
"5666",6
"5667",4
"5668",5
"5669",15
"5670",5
"5671",14
"5672",1
"5673",1
"5674",2
"5675",5
"5676",2
"5677",5
"5678",9
"5679",2
"5680",10
"5681",4
"5682",3
"5683",2
"5684",1
"5685",3
"5686",22
"5687",1
"5688",4
"5689",14
"5690",3
"5691",9
"5692",2
"5693",1
"5694",3
"5695",2
"5696",2
"5697",10
"5698",2
"5699",1
"5700",6
"5701",15
"5702",1
"5703",13
"5704",1
"5705",1
"5706",1
"5707",2
"5708",4
"5709",2
"5710",11
"5711",3
"5712",9
"5713",2
"5714",1
"5715",6
"5716",10
"5717",1
"5718",1
"5719",4
"5720",5
"5721",4
"5722",3
"5723",1
"5724",1
"5725",5
"5726",1
"5727",6
"5728",4
"5729",1
"5730",7
"5731",1
"5732",4
"5733",11
"5734",5
"5735",14
"5736",1
"5737",4
"5738",2
"5739",10
"5740",19
"5741",4
"5742",3
"5743",2
"5744",2
"5745",9
"5746",3
"5747",12
"5748",16
"5749",3
"5750",2
"5751",8
"5752",2
"5753",2
"5754",7
"5755",2
"5756",4
"5757",5
"5758",3
"5759",14
"5760",21
"5761",14
"5762",4
"5763",1
"5764",13
"5765",5
"5766",12
"5767",4
"5768",8
"5769",8
"5770",3
"5771",4
"5772",23
"5773",4
"5774",3
"5775",10
"5776",17
"5777",1
"5778",1
"5779",1
"5780",9
"5781",7
"5782",1
"5783",9
"5784",4
"5785",1
"5786",5
"5787",5
"5788",20
"5789",12
"5790",3
"5791",8
"5792",2
"5793",12
"5794",1
"5795",17
"5796",3
"5797",2
"5798",1
"5799",1
"5800",6
"5801",1
"5802",3
"5803",1
"5804",12
"5805",1
"5806",11
"5807",9
"5808",3
"5809",4
"5810",4
"5811",2
"5812",6
"5813",2
"5814",2
"5815",7
"5816",2
"5817",5
"5818",5
"5819",4
"5820",3
"5821",5
"5822",3
"5823",2
"5824",1
"5825",2
"5826",14
"5827",3
"5828",2
"5829",5
"5830",2
"5831",1
"5832",1
"5833",4
"5834",2
"5835",1
"5836",7
"5837",12
"5838",8
"5839",2
"5840",4
"5841",2
"5842",5
"5843",2
"5844",1
"5845",4
"5846",7
"5847",3
"5848",6
"5849",8
"5850",10
"5851",4
"5852",4
"5853",2
"5854",12
"5855",11
"5856",7
"5857",2
"5858",7
"5859",5
"5860",6
"5861",3
"5862",14
"5863",6
"5864",11
"5865",2
"5866",2
"5867",5
"5868",16
"5869",6
"5870",7
"5871",2
"5872",21
"5873",1
"5874",19
"5875",1
"5876",3
"5877",7
"5878",14
"5879",1
"5880",5
"5881",8
"5882",7
"5883",6
"5884",4
"5885",8
"5886",6
"5887",5
"5888",9
"5889",1
"5890",1
"5891",3
"5892",2
"5893",8
"5894",2
"5895",2
"5896",7
"5897",2
"5898",12
"5899",12
"5900",28
"5901",13
"5902",6
"5903",7
"5904",7
"5905",1
"5906",2
"5907",6
"5908",3
"5909",4
"5910",4
"5911",19
"5912",7
"5913",2
"5914",5
"5915",3
"5916",15
"5917",3
"5918",1
"5919",1
"5920",3
"5921",14
"5922",4
"5923",1
"5924",9
"5925",3
"5926",5
"5927",3
"5928",1
"5929",4
"5930",2
"5931",7
"5932",1
"5933",3
"5934",6
"5935",1
"5936",3
"5937",2
"5938",4
"5939",2
"5940",4
"5941",8
"5942",1
"5943",1
"5944",3
"5945",5
"5946",10
"5947",1
"5948",1
"5949",1
"5950",1
"5951",4
"5952",3
"5953",18
"5954",10
"5955",1
"5956",5
"5957",4
"5958",18
"5959",3
"5960",2
"5961",3
"5962",2
"5963",20
"5964",5
"5965",8
"5966",4
"5967",11
"5968",1
"5969",5
"5970",3
"5971",9
"5972",1
"5973",3
"5974",1
"5975",10
"5976",6
"5977",2
"5978",1
"5979",2
"5980",5
"5981",2
"5982",2
"5983",3
"5984",1
"5985",3
"5986",5
"5987",1
"5988",33
"5989",14
"5990",1
"5991",12
"5992",9
"5993",1
"5994",3
"5995",1
"5996",3
"5997",16
"5998",3
"5999",4
"6000",17
"6001",1
"6002",4
"6003",7
"6004",9
"6005",4
"6006",5
"6007",11
"6008",6
"6009",6
"6010",1
"6011",3
"6012",2
"6013",2
"6014",6
"6015",4
"6016",1
"6017",3
"6018",6
"6019",23
"6020",14
"6021",6
"6022",4
"6023",1
"6024",4
"6025",5
"6026",2
"6027",4
"6028",5
"6029",2
"6030",8
"6031",7
"6032",9
"6033",11
"6034",9
"6035",1
"6036",1
"6037",2
"6038",4
"6039",1
"6040",11
"6041",1
"6042",10
"6043",7
"6044",3
"6045",1
"6046",14
"6047",3
"6048",2
"6049",1
"6050",8
"6051",3
"6052",1
"6053",2
"6054",1
"6055",3
"6056",3
"6057",2
"6058",6
"6059",1
"6060",8
"6061",1
"6062",1
"6063",11
"6064",1
"6065",1
"6066",6
"6067",5
"6068",1
"6069",9
"6070",2
"6071",5
"6072",1
"6073",2
"6074",7
"6075",1
"6076",6
"6077",4
"6078",12
"6079",15
"6080",1
"6081",6
"6082",1
"6083",6
"6084",7
"6085",1
"6086",8
"6087",2
"6088",4
"6089",1
"6090",3
"6091",2
"6092",6
"6093",3
"6094",2
"6095",14
"6096",7
"6097",10
"6098",5
"6099",2
"6100",6
"6101",4
"6102",8
"6103",4
"6104",7
"6105",6
"6106",12
"6107",2
"6108",5
"6109",2
"6110",3
"6111",2
"6112",7
"6113",10
"6114",3
"6115",3
"6116",6
"6117",2
"6118",15
"6119",2
"6120",10
"6121",5
"6122",12
"6123",5
"6124",4
"6125",4
"6126",3
"6127",7
"6128",15
"6129",6
"6130",11
"6131",5
"6132",11
"6133",3
"6134",4
"6135",1
"6136",1
"6137",10
"6138",1
"6139",2
"6140",5
"6141",4
"6142",19
"6143",1
"6144",4
"6145",3
"6146",1
"6147",3
"6148",4
"6149",6
"6150",9
"6151",14
"6152",3
"6153",3
"6154",9
"6155",15
"6156",1
"6157",3
"6158",4
"6159",4
"6160",3
"6161",3
"6162",3
"6163",3
"6164",10
"6165",1
"6166",2
"6167",17
"6168",1
"6169",2
"6170",7
"6171",4
"6172",3
"6173",1
"6174",2
"6175",3
"6176",10
"6177",6
"6178",8
"6179",3
"6180",2
"6181",5
"6182",1
"6183",1
"6184",1
"6185",1
"6186",1
"6187",6
"6188",1
"6189",3
"6190",3
"6191",8
"6192",3
"6193",1
"6194",6
"6195",10
"6196",5
"6197",6
"6198",4
"6199",1
"6200",1
"6201",1
"6202",2
"6203",1
"6204",6
"6205",5
"6206",1
"6207",1
"6208",2
"6209",1
"6210",2
"6211",6
"6212",7
"6213",1
"6214",6
"6215",3
"6216",7
"6217",2
"6218",4
"6219",15
"6220",3
"6221",12
"6222",3
"6223",1
"6224",15
"6225",2
"6226",3
"6227",5
"6228",1
"6229",3
"6230",4
"6231",1
"6232",1
"6233",7
"6234",15
"6235",3
"6236",1
"6237",8
"6238",7
"6239",1
"6240",2
"6241",7
"6242",8
"6243",4
"6244",5
"6245",4
"6246",3
"6247",5
"6248",4
"6249",7
"6250",9
"6251",3
"6252",1
"6253",17
"6254",3
"6255",2
"6256",3
"6257",1
"6258",12
"6259",6
"6260",6
"6261",7
"6262",2
"6263",2
"6264",5
"6265",3
"6266",3
"6267",6
"6268",6
"6269",5
"6270",3
"6271",8
"6272",3
"6273",17
"6274",5
"6275",2
"6276",7
"6277",11
"6278",2
"6279",1
"6280",1
"6281",2
"6282",6
"6283",11
"6284",17
"6285",1
"6286",6
"6287",9
"6288",2
"6289",4
"6290",4
"6291",5
"6292",4
"6293",1
"6294",4
"6295",2
"6296",8
"6297",4
"6298",2
"6299",9
"6300",1
"6301",6
"6302",5
"6303",6
"6304",2
"6305",1
"6306",1
"6307",11
"6308",9
"6309",1
"6310",5
"6311",2
"6312",1
"6313",3
"6314",10
"6315",11
"6316",11
"6317",9
"6318",4
"6319",4
"6320",4
"6321",5
"6322",1
"6323",2
"6324",17
"6325",7
"6326",3
"6327",2
"6328",4
"6329",2
"6330",15
"6331",8
"6332",1
"6333",1
"6334",11
"6335",2
"6336",8
"6337",1
"6338",4
"6339",5
"6340",2
"6341",4
"6342",3
"6343",11
"6344",13
"6345",13
"6346",5
"6347",4
"6348",5
"6349",9
"6350",7
"6351",4
"6352",1
"6353",2
"6354",6
"6355",5
"6356",7
"6357",2
"6358",3
"6359",11
"6360",10
"6361",1
"6362",12
"6363",1
"6364",10
"6365",1
"6366",17
"6367",2
"6368",24
"6369",2
"6370",4
"6371",8
"6372",3
"6373",8
"6374",3
"6375",13
"6376",6
"6377",9
"6378",3
"6379",4
"6380",1
"6381",13
"6382",11
"6383",2
"6384",3
"6385",1
"6386",4
"6387",2
"6388",1
"6389",1
"6390",1
"6391",6
"6392",5
"6393",3
"6394",7
"6395",2
"6396",4
"6397",8
"6398",3
"6399",4
"6400",10
"6401",1
"6402",1
"6403",1
"6404",13
"6405",6
"6406",6
"6407",7
"6408",3
"6409",3
"6410",5
"6411",4
"6412",3
"6413",2
"6414",1
"6415",4
"6416",9
"6417",1
"6418",1
"6419",14
"6420",3
"6421",11
"6422",4
"6423",3
"6424",1
"6425",1
"6426",7
"6427",5
"6428",1
"6429",2
"6430",3
"6431",5
"6432",1
"6433",8
"6434",1
"6435",5
"6436",2
"6437",5
"6438",7
"6439",13
"6440",3
"6441",3
"6442",3
"6443",11
"6444",4
"6445",1
"6446",9
"6447",3
"6448",15
"6449",2
"6450",5
"6451",3
"6452",15
"6453",3
"6454",4
"6455",9
"6456",3
"6457",2
"6458",1
"6459",16
"6460",1
"6461",2
"6462",5
"6463",6
"6464",1
"6465",6
"6466",1
"6467",8
"6468",1
"6469",6
"6470",1
"6471",5
"6472",12
"6473",3
"6474",2
"6475",7
"6476",1
"6477",2
"6478",6
"6479",14
"6480",6
"6481",4
"6482",2
"6483",2
"6484",1
"6485",4
"6486",1
"6487",3
"6488",10
"6489",6
"6490",6
"6491",1
"6492",1
"6493",1
"6494",2
"6495",3
"6496",8
"6497",14
"6498",1
"6499",7
"6500",1
"6501",7
"6502",5
"6503",4
"6504",2
"6505",8
"6506",2
"6507",28
"6508",2
"6509",1
"6510",1
"6511",4
"6512",4
"6513",5
"6514",2
"6515",8
"6516",6
"6517",1
"6518",3
"6519",4
"6520",2
"6521",1
"6522",3
"6523",12
"6524",5
"6525",3
"6526",3
"6527",5
"6528",7
"6529",1
"6530",2
"6531",2
"6532",2
"6533",1
"6534",9
"6535",4
"6536",6
"6537",7
"6538",3
"6539",7
"6540",3
"6541",14
"6542",1
"6543",1
"6544",3
"6545",1
"6546",6
"6547",2
"6548",2
"6549",2
"6550",3
"6551",7
"6552",21
"6553",11
"6554",2
"6555",1
"6556",3
"6557",8
"6558",8
"6559",10
"6560",5
"6561",7
"6562",1
"6563",4
"6564",1
"6565",9
"6566",3
"6567",3
"6568",2
"6569",14
"6570",5
"6571",4
"6572",2
"6573",2
"6574",6
"6575",4
"6576",10
"6577",1
"6578",2
"6579",3
"6580",1
"6581",17
"6582",1
"6583",2
"6584",7
"6585",2
"6586",1
"6587",3
"6588",3
"6589",1
"6590",1
"6591",2
"6592",2
"6593",11
"6594",7
"6595",5
"6596",1
"6597",4
"6598",6
"6599",5
"6600",7
"6601",11
"6602",1
"6603",1
"6604",1
"6605",1
"6606",3
"6607",6
"6608",19
"6609",1
"6610",12
"6611",2
"6612",1
"6613",19
"6614",1
"6615",6
"6616",4
"6617",5
"6618",5
"6619",14
"6620",11
"6621",12
"6622",1
"6623",3
"6624",4
"6625",3
"6626",4
"6627",2
"6628",1
"6629",2
"6630",13
"6631",9
"6632",13
"6633",2
"6634",6
"6635",8
"6636",2
"6637",2
"6638",7
"6639",6
"6640",13
"6641",3
"6642",2
"6643",5
"6644",2
"6645",1
"6646",18
"6647",5
"6648",1
"6649",13
"6650",7
"6651",5
"6652",6
"6653",1
"6654",4
"6655",3
"6656",4
"6657",7
"6658",9
"6659",4
"6660",9
"6661",7
"6662",3
"6663",7
"6664",1
"6665",2
"6666",1
"6667",6
"6668",1
"6669",4
"6670",4
"6671",4
"6672",5
"6673",5
"6674",1
"6675",9
"6676",2
"6677",3
"6678",4
"6679",4
"6680",1
"6681",7
"6682",13
"6683",6
"6684",1
"6685",5
"6686",1
"6687",1
"6688",1
"6689",1
"6690",1
"6691",3
"6692",6
"6693",11
"6694",9
"6695",5
"6696",9
"6697",1
"6698",3
"6699",2
"6700",3
"6701",2
"6702",2
"6703",7
"6704",8
"6705",4
"6706",3
"6707",7
"6708",1
"6709",2
"6710",2
"6711",3
"6712",16
"6713",6
"6714",1
"6715",1
"6716",10
"6717",15
"6718",1
"6719",2
"6720",1
"6721",1
"6722",5
"6723",7
"6724",1
"6725",10
"6726",4
"6727",7
"6728",2
"6729",4
"6730",10
"6731",6
"6732",7
"6733",6
"6734",2
"6735",5
"6736",1
"6737",2
"6738",6
"6739",4
"6740",3
"6741",7
"6742",14
"6743",11
"6744",1
"6745",4
"6746",2
"6747",9
"6748",1
"6749",2
"6750",21
"6751",2
"6752",2
"6753",1
"6754",1
"6755",6
"6756",6
"6757",3
"6758",1
"6759",14
"6760",2
"6761",1
"6762",4
"6763",4
"6764",1
"6765",2
"6766",1
"6767",9
"6768",2
"6769",2
"6770",8
"6771",7
"6772",3
"6773",4
"6774",4
"6775",1
"6776",4
"6777",3
"6778",5
"6779",3
"6780",2
"6781",2
"6782",1
"6783",8
"6784",2
"6785",8
"6786",8
"6787",11
"6788",7
"6789",7
"6790",2
"6791",4
"6792",2
"6793",19
"6794",2
"6795",7
"6796",12
"6797",1
"6798",4
"6799",10
"6800",2
"6801",6
"6802",3
"6803",4
"6804",2
"6805",1
"6806",2
"6807",2
"6808",1
"6809",14
"6810",13
"6811",1
"6812",4
"6813",1
"6814",1
"6815",9
"6816",4
"6817",7
"6818",1
"6819",3
"6820",1
"6821",9
"6822",5
"6823",2
"6824",9
"6825",1
"6826",1
"6827",5
"6828",8
"6829",3
"6830",2
"6831",3
"6832",3
"6833",11
"6834",1
"6835",1
"6836",2
"6837",1
"6838",2
"6839",7
"6840",14
"6841",6
"6842",4
"6843",2
"6844",5
"6845",1
"6846",9
"6847",1
"6848",7
"6849",1
"6850",1
"6851",4
"6852",2
"6853",6
"6854",3
"6855",5
"6856",3
"6857",5
"6858",2
"6859",1
"6860",13
"6861",2
"6862",11
"6863",14
"6864",5
"6865",1
"6866",9
"6867",1
"6868",1
"6869",5
"6870",5
"6871",2
"6872",1
"6873",6
"6874",7
"6875",3
"6876",1
"6877",4
"6878",11
"6879",2
"6880",6
"6881",3
"6882",3
"6883",3
"6884",2
"6885",9
"6886",7
"6887",3
"6888",7
"6889",1
"6890",4
"6891",25
"6892",2
"6893",5
"6894",3
"6895",7
"6896",5
"6897",2
"6898",24
"6899",3
"6900",1
"6901",2
"6902",5
"6903",2
"6904",1
"6905",3
"6906",14
"6907",1
"6908",1
"6909",3
"6910",1
"6911",1
"6912",22
"6913",1
"6914",7
"6915",4
"6916",1
"6917",7
"6918",1
"6919",6
"6920",12
"6921",8
"6922",1
"6923",1
"6924",10
"6925",2
"6926",1
"6927",5
"6928",2
"6929",6
"6930",10
"6931",6
"6932",1
"6933",4
"6934",7
"6935",8
"6936",5
"6937",5
"6938",16
"6939",4
"6940",7
"6941",4
"6942",1
"6943",11
"6944",2
"6945",12
"6946",7
"6947",19
"6948",19
"6949",2
"6950",3
"6951",9
"6952",17
"6953",3
"6954",10
"6955",2
"6956",5
"6957",4
"6958",5
"6959",2
"6960",2
"6961",4
"6962",2
"6963",4
"6964",12
"6965",5
"6966",2
"6967",9
"6968",1
"6969",15
"6970",8
"6971",9
"6972",7
"6973",3
"6974",1
"6975",1
"6976",1
"6977",3
"6978",5
"6979",6
"6980",5
"6981",4
"6982",1
"6983",4
"6984",4
"6985",1
"6986",2
"6987",5
"6988",1
"6989",13
"6990",8
"6991",1
"6992",9
"6993",1
"6994",1
"6995",13
"6996",5
"6997",10
"6998",6
"6999",1
"7000",2
"7001",1
"7002",2
"7003",3
"7004",10
"7005",2
"7006",4
"7007",9
"7008",2
"7009",4
"7010",2
"7011",9
"7012",13
"7013",4
"7014",5
"7015",2
"7016",5
"7017",2
"7018",17
"7019",7
"7020",6
"7021",1
"7022",3
"7023",2
"7024",5
"7025",3
"7026",1
"7027",2
"7028",6
"7029",3
"7030",7
"7031",10
"7032",2
"7033",3
"7034",1
"7035",2
"7036",9
"7037",1
"7038",3
"7039",4
"7040",6
"7041",8
"7042",2
"7043",1
"7044",1
"7045",5
"7046",7
"7047",15
"7048",2
"7049",2
"7050",1
"7051",16
"7052",4
"7053",1
"7054",7
"7055",2
"7056",15
"7057",2
"7058",2
"7059",5
"7060",9
"7061",10
"7062",7
"7063",2
"7064",13
"7065",8
"7066",2
"7067",1
"7068",1
"7069",3
"7070",3
"7071",1
"7072",7
"7073",3
"7074",1
"7075",11
"7076",1
"7077",1
"7078",1
"7079",2
"7080",2
"7081",5
"7082",12
"7083",4
"7084",6
"7085",6
"7086",4
"7087",13
"7088",4
"7089",6
"7090",7
"7091",9
"7092",4
"7093",4
"7094",3
"7095",1
"7096",2
"7097",2
"7098",10
"7099",3
"7100",2
"7101",2
"7102",2
"7103",18
"7104",6
"7105",1
"7106",5
"7107",8
"7108",2
"7109",10
"7110",2
"7111",9
"7112",2
"7113",1
"7114",15
"7115",6
"7116",9
"7117",4
"7118",1
"7119",5
"7120",1
"7121",6
"7122",1
"7123",4
"7124",11
"7125",1
"7126",4
"7127",9
"7128",20
"7129",2
"7130",2
"7131",5
"7132",3
"7133",1
"7134",7
"7135",6
"7136",1
"7137",1
"7138",5
"7139",1
"7140",1
"7141",9
"7142",7
"7143",5
"7144",1
"7145",6
"7146",1
"7147",8
"7148",2
"7149",8
"7150",6
"7151",12
"7152",5
"7153",10
"7154",18
"7155",1
"7156",1
"7157",4
"7158",1
"7159",1
"7160",4
"7161",1
"7162",11
