"","d"
"4831",25
"4832",4
"4833",1
"4834",2
"4835",2
"4836",2
"4837",3
"4838",8
"4839",36
"4840",1
"4841",9
"4842",1
"4843",16
"4844",9
"4845",1
"4846",1
"4847",1
"4848",2
"4849",7
"4850",12
"4851",3
"4852",5
"4853",1
"4854",1
"4855",4
"4856",3
"4857",2
"4858",2
"4859",1
"4860",26
"4861",3
"4862",1
"4863",2
"4864",15
"4865",2
"4866",2
"4867",1
"4868",1
"4869",5
"4870",17
"4871",4
"4872",2
"4873",27
"4874",2
"4875",13
"4876",1
"4877",21
"4878",1
"4879",6
"4880",9
"4881",7
"4882",1
"4883",2
"4884",3
"4885",1
"4886",2
"4887",1
"4888",4
"4889",2
"4890",23
"4891",9
"4892",15
"4893",2
"4894",3
"4895",6
"4896",1
"4897",20
"4898",2
"4899",1
"4900",24
"4901",2
"4902",2
"4903",1
"4904",2
"4905",19
"4906",2
"4907",2
"4908",2
"4909",31
"4910",6
"4911",16
"4912",27
"4913",1
"4914",5
"4915",2
"4916",2
"4917",4
"4918",3
"4919",1
"4920",2
"4921",19
"4922",16
"4923",2
"4924",1
"4925",4
"4926",3
"4927",8
"4928",2
"4929",1
"4930",1
"4931",2
"4932",2
"4933",2
"4934",16
"4935",2
"4936",8
"4937",2
"4938",2
"4939",1
"4940",2
"4941",1
"4942",1
"4943",16
"4944",15
"4945",16
"4946",2
"4947",2
"4948",1
"4949",2
"4950",11
"4951",8
"4952",14
"4953",16
"4954",2
"4955",2
"4956",16
"4957",7
"4958",2
"4959",28
"4960",11
"4961",22
"4962",1
"4963",1
"4964",2
"4965",1
"4966",2
"4967",1
"4968",6
"4969",26
"4970",1
"4971",2
"4972",2
"4973",8
"4974",8
"4975",3
"4976",16
"4977",1
"4978",24
"4979",2
"4980",7
"4981",1
"4982",3
"4983",6
"4984",25
"4985",4
"4986",1
"4987",1
"4988",6
"4989",19
"4990",1
"4991",1
"4992",2
"4993",7
"4994",1
"4995",21
"4996",1
"4997",5
"4998",1
"4999",23
"5000",33
"5001",35
"5002",1
"5003",1
"5004",12
"5005",10
"5006",1
"5007",10
"5008",17
"5009",1
"5010",1
"5011",1
"5012",1
"5013",7
"5014",1
"5015",1
"5016",1
"5017",2
"5018",1
"5019",1
"5020",2
"5021",4
"5022",2
"5023",19
"5024",2
"5025",2
"5026",4
"5027",1
"5028",2
"5029",15
"5030",17
"5031",2
"5032",31
"5033",1
"5034",45
"5035",2
"5036",1
"5037",1
"5038",1
"5039",17
"5040",4
"5041",2
"5042",1
"5043",6
"5044",6
"5045",16
"5046",1
"5047",2
"5048",2
"5049",2
"5050",3
"5051",3
"5052",1
"5053",1
"5054",1
"5055",1
"5056",16
"5057",3
"5058",9
"5059",1
"5060",2
"5061",1
"5062",18
"5063",1
"5064",2
"5065",1
"5066",6
"5067",5
"5068",1
"5069",2
"5070",1
"5071",2
"5072",1
"5073",11
"5074",7
"5075",1
"5076",4
"5077",4
"5078",5
"5079",4
"5080",13
"5081",3
"5082",4
"5083",12
"5084",8
"5085",22
"5086",1
"5087",2
"5088",1
"5089",3
"5090",1
"5091",14
"5092",10
"5093",1
"5094",1
"5095",25
"5096",3
"5097",1
"5098",18
"5099",1
"5100",1
"5101",8
"5102",6
"5103",7
"5104",1
"5105",8
"5106",1
"5107",13
"5108",2
"5109",2
"5110",9
"5111",1
"5112",2
"5113",2
"5114",1
"5115",7
"5116",3
"5117",2
"5118",2
"5119",2
"5120",21
"5121",7
"5122",15
"5123",19
"5124",36
"5125",10
"5126",2
"5127",2
"5128",16
"5129",4
"5130",2
"5131",5
"5132",2
"5133",1
"5134",1
"5135",7
"5136",1
"5137",2
"5138",4
"5139",8
"5140",1
"5141",2
"5142",2
"5143",7
"5144",1
"5145",3
"5146",11
"5147",8
"5148",2
"5149",1
"5150",1
"5151",1
"5152",2
"5153",6
"5154",9
"5155",2
"5156",9
"5157",2
"5158",1
"5159",3
"5160",3
"5161",1
"5162",1
"5163",6
"5164",1
"5165",4
"5166",2
"5167",1
"5168",10
"5169",2
"5170",9
"5171",1
"5172",11
"5173",1
"5174",25
"5175",8
"5176",1
"5177",33
"5178",2
"5179",3
"5180",3
"5181",1
"5182",42
"5183",1
"5184",7
"5185",12
"5186",12
"5187",1
"5188",1
"5189",6
"5190",45
"5191",1
"5192",1
"5193",70
"5194",9
"5195",2
"5196",1
"5197",2
"5198",1
"5199",20
"5200",4
"5201",5
"5202",1
"5203",1
"5204",1
"5205",5
"5206",1
"5207",1
"5208",11
"5209",8
"5210",2
"5211",2
"5212",3
"5213",2
"5214",1
"5215",1
"5216",1
"5217",17
"5218",1
"5219",2
"5220",11
"5221",17
"5222",1
"5223",1
"5224",3
"5225",1
"5226",5
"5227",5
"5228",24
"5229",16
"5230",7
"5231",1
"5232",15
"5233",7
"5234",1
"5235",1
"5236",1
"5237",3
"5238",26
"5239",2
"5240",1
"5241",10
"5242",1
"5243",1
"5244",9
"5245",19
"5246",1
"5247",21
"5248",16
"5249",2
"5250",4
"5251",12
"5252",1
"5253",2
"5254",2
"5255",3
"5256",2
"5257",1
"5258",16
"5259",4
"5260",6
"5261",4
"5262",28
"5263",12
"5264",24
"5265",8
"5266",1
"5267",13
"5268",4
"5269",1
"5270",10
"5271",14
"5272",4
"5273",16
"5274",1
"5275",2
"5276",2
"5277",3
"5278",1
"5279",3
"5280",3
"5281",5
"5282",1
"5283",11
"5284",17
"5285",12
"5286",2
"5287",85
"5288",1
"5289",1
"5290",1
"5291",25
"5292",4
"5293",2
"5294",2
"5295",2
"5296",12
"5297",2
"5298",1
"5299",11
"5300",15
"5301",17
"5302",5
"5303",36
"5304",31
"5305",30
"5306",7
"5307",1
"5308",1
"5309",2
"5310",5
"5311",7
"5312",3
"5313",1
"5314",22
"5315",2
"5316",1
"5317",2
"5318",7
"5319",2
"5320",1
"5321",1
"5322",15
"5323",9
"5324",4
"5325",8
"5326",30
"5327",1
"5328",3
"5329",4
"5330",1
"5331",1
"5332",1
"5333",2
"5334",9
"5335",3
"5336",3
"5337",28
"5338",4
"5339",11
"5340",3
"5341",1
"5342",5
"5343",7
"5344",2
"5345",14
"5346",8
"5347",2
"5348",17
"5349",1
"5350",1
"5351",1
"5352",11
"5353",1
"5354",17
"5355",1
"5356",14
"5357",2
"5358",1
"5359",3
"5360",1
"5361",2
"5362",2
"5363",1
"5364",1
"5365",18
"5366",2
"5367",14
"5368",1
"5369",4
"5370",1
"5371",1
"5372",2
"5373",23
"5374",37
"5375",1
"5376",4
"5377",17
"5378",5
"5379",2
"5380",1
"5381",10
"5382",4
"5383",1
"5384",1
"5385",1
"5386",3
"5387",2
"5388",1
"5389",1
"5390",3
"5391",1
"5392",1
"5393",13
"5394",40
"5395",1
"5396",1
"5397",3
"5398",6
"5399",2
"5400",10
"5401",2
"5402",1
"5403",2
"5404",1
"5405",2
"5406",1
"5407",1
"5408",19
"5409",1
"5410",6
"5411",5
"5412",10
"5413",31
"5414",2
"5415",2
"5416",4
"5417",1
"5418",1
"5419",3
"5420",1
"5421",3
"5422",22
"5423",3
"5424",1
"5425",10
"5426",20
"5427",4
"5428",2
"5429",1
"5430",2
"5431",3
"5432",3
"5433",1
"5434",13
"5435",1
"5436",1
"5437",7
"5438",2
"5439",7
"5440",1
"5441",1
"5442",7
"5443",2
"5444",1
"5445",2
"5446",2
"5447",5
"5448",35
"5449",2
"5450",6
"5451",1
"5452",7
"5453",11
"5454",7
"5455",2
"5456",1
"5457",36
"5458",2
"5459",6
"5460",2
"5461",11
"5462",2
"5463",32
"5464",4
"5465",2
"5466",1
"5467",1
"5468",1
"5469",3
"5470",1
"5471",2
"5472",1
"5473",1
"5474",1
"5475",2
"5476",35
"5477",2
"5478",12
"5479",3
"5480",1
"5481",16
"5482",1
"5483",1
"5484",10
"5485",10
"5486",2
"5487",1
"5488",5
"5489",1
"5490",5
"5491",1
"5492",1
"5493",3
"5494",23
"5495",1
"5496",2
"5497",1
"5498",24
"5499",16
"5500",19
"5501",8
"5502",6
"5503",1
"5504",8
"5505",1
"5506",20
"5507",4
"5508",1
"5509",2
"5510",2
"5511",18
"5512",2
"5513",4
"5514",2
"5515",1
"5516",3
"5517",3
"5518",1
"5519",23
"5520",3
"5521",1
"5522",1
"5523",13
"5524",2
"5525",2
"5526",2
"5527",11
"5528",7
"5529",1
"5530",6
"5531",7
"5532",1
"5533",14
"5534",5
"5535",6
"5536",1
"5537",28
"5538",3
"5539",2
"5540",1
"5541",5
"5542",1
"5543",2
"5544",1
"5545",7
"5546",6
"5547",2
"5548",2
"5549",7
"5550",2
"5551",1
"5552",5
"5553",10
"5554",2
"5555",15
"5556",4
"5557",1
"5558",12
"5559",1
"5560",1
"5561",14
"5562",19
"5563",4
"5564",2
"5565",2
"5566",21
"5567",1
"5568",1
"5569",2
"5570",6
"5571",2
"5572",7
"5573",5
"5574",1
"5575",12
"5576",1
"5577",14
"5578",7
"5579",3
"5580",1
"5581",1
"5582",4
"5583",2
"5584",2
"5585",2
"5586",2
"5587",2
"5588",13
"5589",1
"5590",9
"5591",2
"5592",3
"5593",1
"5594",1
"5595",2
"5596",1
"5597",8
"5598",20
"5599",16
"5600",3
"5601",4
"5602",27
"5603",2
"5604",1
"5605",1
"5606",1
"5607",2
"5608",1
"5609",10
"5610",3
"5611",2
"5612",2
"5613",2
"5614",1
"5615",1
"5616",3
"5617",2
"5618",2
"5619",7
"5620",38
"5621",2
"5622",10
"5623",1
"5624",1
"5625",2
"5626",46
"5627",12
"5628",2
"5629",3
"5630",1
"5631",2
"5632",5
"5633",8
"5634",29
"5635",8
"5636",26
"5637",1
"5638",2
"5639",2
"5640",2
"5641",1
"5642",2
"5643",1
"5644",1
"5645",3
"5646",2
"5647",10
"5648",1
"5649",5
"5650",8
"5651",37
"5652",1
"5653",1
"5654",1
"5655",3
"5656",27
"5657",21
"5658",2
"5659",1
"5660",5
"5661",2
"5662",22
"5663",2
"5664",1
"5665",1
"5666",1
"5667",2
"5668",2
"5669",1
"5670",1
"5671",1
"5672",14
"5673",21
"5674",5
"5675",2
"5676",6
"5677",1
"5678",1
"5679",9
"5680",1
"5681",2
"5682",4
"5683",6
"5684",23
"5685",3
"5686",1
"5687",13
"5688",2
"5689",1
"5690",3
"5691",1
"5692",6
"5693",12
"5694",3
"5695",6
"5696",7
"5697",1
"5698",10
"5699",14
"5700",1
"5701",1
"5702",21
"5703",1
"5704",19
"5705",31
"5706",23
"5707",8
"5708",2
"5709",6
"5710",1
"5711",5
"5712",1
"5713",6
"5714",21
"5715",1
"5716",1
"5717",12
"5718",18
"5719",3
"5720",2
"5721",2
"5722",4
"5723",11
"5724",34
"5725",2
"5726",11
"5727",1
"5728",2
"5729",18
"5730",1
"5731",29
"5732",3
"5733",1
"5734",2
"5735",1
"5736",13
"5737",2
"5738",10
"5739",1
"5740",1
"5741",3
"5742",4
"5743",9
"5744",9
"5745",1
"5746",3
"5747",1
"5748",1
"5749",4
"5750",8
"5751",1
"5752",6
"5753",8
"5754",1
"5755",5
"5756",2
"5757",2
"5758",3
"5759",1
"5760",1
"5761",1
"5762",2
"5763",14
"5764",1
"5765",2
"5766",1
"5767",3
"5768",1
"5769",1
"5770",3
"5771",2
"5772",1
"5773",3
"5774",4
"5775",1
"5776",1
"5777",18
"5778",15
"5779",25
"5780",1
"5781",1
"5782",14
"5783",1
"5784",2
"5785",13
"5786",2
"5787",2
"5788",1
"5789",1
"5790",3
"5791",1
"5792",6
"5793",1
"5794",14
"5795",1
"5796",3
"5797",7
"5798",21
"5799",25
"5800",1
"5801",16
"5802",3
"5803",42
"5804",1
"5805",24
"5806",1
"5807",1
"5808",3
"5809",2
"5810",2
"5811",6
"5812",1
"5813",5
"5814",6
"5815",1
"5816",5
"5817",2
"5818",2
"5819",2
"5820",4
"5821",2
"5822",4
"5823",5
"5824",13
"5825",5
"5826",1
"5827",3
"5828",6
"5829",2
"5830",10
"5831",12
"5832",21
"5833",2
"5834",7
"5835",11
"5836",1
"5837",1
"5838",1
"5839",6
"5840",2
"5841",5
"5842",2
"5843",6
"5844",23
"5845",2
"5846",1
"5847",3
"5848",1
"5849",1
"5850",1
"5851",2
"5852",2
"5853",8
"5854",1
"5855",1
"5856",1
"5857",10
"5858",1
"5859",2
"5860",1
"5861",4
"5862",1
"5863",1
"5864",1
"5865",7
"5866",9
"5867",2
"5868",1
"5869",1
"5870",1
"5871",7
"5872",1
"5873",10
"5874",1
"5875",14
"5876",4
"5877",1
"5878",1
"5879",12
"5880",2
"5881",1
"5882",1
"5883",1
"5884",2
"5885",1
"5886",1
"5887",2
"5888",1
"5889",16
"5890",12
"5891",4
"5892",7
"5893",1
"5894",8
"5895",7
"5896",1
"5897",5
"5898",1
"5899",1
"5900",1
"5901",1
"5902",1
"5903",1
"5904",1
"5905",21
"5906",6
"5907",1
"5908",5
"5909",3
"5910",2
"5911",1
"5912",1
"5913",7
"5914",2
"5915",3
"5916",1
"5917",3
"5918",54
"5919",26
"5920",3
"5921",1
"5922",2
"5923",11
"5924",1
"5925",4
"5926",2
"5927",4
"5928",18
"5929",3
"5930",9
"5931",1
"5932",11
"5933",4
"5934",1
"5935",12
"5936",4
"5937",6
"5938",2
"5939",10
"5940",3
"5941",1
"5942",10
"5943",34
"5944",5
"5945",2
"5946",1
"5947",29
"5948",22
"5949",15
"5950",24
"5951",2
"5952",5
"5953",1
"5954",1
"5955",21
"5956",2
"5957",2
"5958",1
"5959",5
"5960",10
"5961",3
"5962",5
"5963",1
"5964",2
"5965",1
"5966",2
"5967",1
"5968",11
"5969",2
"5970",4
"5971",1
"5972",15
"5973",3
"5974",19
"5975",1
"5976",1
"5977",6
"5978",26
"5979",5
"5980",2
"5981",7
"5982",6
"5983",3
"5984",12
"5985",4
"5986",2
"5987",20
"5988",1
"5989",1
"5990",15
"5991",1
"5992",1
"5993",45
"5994",5
"5995",25
"5996",3
"5997",1
"5998",5
"5999",3
"6000",1
"6001",15
"6002",2
"6003",1
"6004",1
"6005",2
"6006",2
"6007",1
"6008",1
"6009",1
"6010",25
"6011",3
"6012",5
"6013",7
"6014",1
"6015",2
"6016",11
"6017",4
"6018",1
"6019",1
"6020",1
"6021",1
"6022",2
"6023",12
"6024",2
"6025",2
"6026",10
"6027",2
"6028",2
"6029",6
"6030",1
"6031",1
"6032",1
"6033",1
"6034",1
"6035",22
"6036",11
"6037",8
"6038",2
"6039",19
"6040",1
"6041",13
"6042",1
"6043",1
"6044",3
"6045",14
"6046",1
"6047",3
"6048",7
"6049",19
"6050",1
"6051",5
"6052",12
"6053",6
"6054",32
"6055",4
"6056",3
"6057",8
"6058",1
"6059",17
"6060",1
"6061",23
"6062",33
"6063",1
"6064",19
"6065",14
"6066",1
"6067",2
"6068",15
"6069",1
"6070",6
"6071",2
"6072",26
"6073",9
"6074",1
"6075",19
"6076",1
"6077",2
"6078",1
"6079",1
"6080",13
"6081",1
"6082",69
"6083",1
"6084",1
"6085",23
"6086",1
"6087",7
"6088",2
"6089",19
"6090",3
"6091",6
"6092",1
"6093",3
"6094",7
"6095",1
"6096",1
"6097",1
"6098",2
"6099",9
"6100",1
"6101",2
"6102",1
"6103",2
"6104",1
"6105",1
"6106",1
"6107",6
"6108",2
"6109",6
"6110",3
"6111",8
"6112",1
"6113",1
"6114",5
"6115",4
"6116",1
"6117",6
"6118",1
"6119",6
"6120",1
"6121",2
"6122",1
"6123",2
"6124",2
"6125",2
"6126",4
"6127",1
"6128",1
"6129",1
"6130",1
"6131",2
"6132",1
"6133",3
"6134",2
"6135",38
"6136",22
"6137",1
"6138",15
"6139",10
"6140",2
"6141",2
"6142",1
"6143",11
"6144",2
"6145",5
"6146",18
"6147",4
"6148",2
"6149",1
"6150",1
"6151",1
"6152",3
"6153",5
"6154",1
"6155",1
"6156",22
"6157",4
"6158",2
"6159",2
"6160",3
"6161",3
"6162",3
"6163",3
"6164",1
"6165",18
"6166",8
"6167",1
"6168",11
"6169",7
"6170",1
"6171",2
"6172",5
"6173",15
"6174",7
"6175",5
"6176",1
"6177",1
"6178",1
"6179",3
"6180",6
"6181",2
"6182",20
"6183",11
"6184",24
"6185",14
"6186",37
"6187",1
"6188",19
"6189",3
"6190",4
"6191",1
"6192",3
"6193",24
"6194",1
"6195",1
"6196",2
"6197",1
"6198",2
"6199",18
"6200",12
"6201",16
"6202",9
"6203",14
"6204",1
"6205",2
"6206",38
"6207",22
"6208",7
"6209",34
"6210",6
"6211",1
"6212",1
"6213",34
"6214",1
"6215",4
"6216",1
"6217",9
"6218",2
"6219",1
"6220",4
"6221",1
"6222",3
"6223",48
"6224",1
"6225",7
"6226",3
"6227",2
"6228",21
"6229",4
"6230",2
"6231",19
"6232",13
"6233",1
"6234",1
"6235",3
"6236",17
"6237",1
"6238",1
"6239",38
"6240",5
"6241",1
"6242",1
"6243",2
"6244",1
"6245",2
"6246",3
"6247",2
"6248",2
"6249",1
"6250",1
"6251",3
"6252",31
"6253",1
"6254",4
"6255",6
"6256",3
"6257",13
"6258",1
"6259",1
"6260",1
"6261",1
"6262",8
"6263",5
"6264",2
"6265",4
"6266",5
"6267",1
"6268",1
"6269",2
"6270",3
"6271",1
"6272",4
"6273",1
"6274",2
"6275",9
"6276",1
"6277",1
"6278",9
"6279",26
"6280",11
"6281",7
"6282",1
"6283",1
"6284",1
"6285",13
"6286",1
"6287",1
"6288",6
"6289",2
"6290",2
"6291",2
"6292",2
"6293",12
"6294",2
"6295",8
"6296",1
"6297",2
"6298",5
"6299",1
"6300",41
"6301",1
"6302",2
"6303",1
"6304",6
"6305",15
"6306",14
"6307",1
"6308",1
"6309",17
"6310",2
"6311",8
"6312",33
"6313",4
"6314",1
"6315",1
"6316",1
"6317",1
"6318",2
"6319",2
"6320",2
"6321",2
"6322",19
"6323",9
"6324",1
"6325",1
"6326",3
"6327",10
"6328",2
"6329",9
"6330",1
"6331",1
"6332",17
"6333",25
"6334",1
"6335",8
"6336",1
"6337",14
"6338",2
"6339",2
"6340",8
"6341",2
"6342",4
"6343",1
"6344",1
"6345",1
"6346",2
"6347",2
"6348",2
"6349",1
"6350",1
"6351",2
"6352",13
"6353",7
"6354",1
"6355",1
"6356",1
"6357",10
"6358",3
"6359",1
"6360",1
"6361",23
"6362",1
"6363",12
"6364",1
"6365",29
"6366",1
"6367",8
"6368",1
"6369",9
"6370",2
"6371",1
"6372",3
"6373",1
"6374",3
"6375",1
"6376",1
"6377",1
"6378",4
"6379",2
"6380",18
"6381",1
"6382",1
"6383",6
"6384",4
"6385",14
"6386",2
"6387",9
"6388",21
"6389",13
"6390",22
"6391",1
"6392",2
"6393",3
"6394",1
"6395",9
"6396",2
"6397",1
"6398",3
"6399",3
"6400",1
"6401",16
"6402",16
"6403",13
"6404",1
"6405",1
"6406",1
"6407",1
"6408",3
"6409",3
"6410",2
"6411",2
"6412",3
"6413",9
"6414",21
"6415",2
"6416",1
"6417",12
"6418",15
"6419",1
"6420",3
"6421",1
"6422",2
"6423",4
"6424",14
"6425",11
"6426",1
"6427",2
"6428",16
"6429",8
"6430",3
"6431",1
"6432",26
"6433",1
"6434",11
"6435",2
"6436",9
"6437",2
"6438",1
"6439",1
"6440",3
"6441",3
"6442",5
"6443",1
"6444",2
"6445",24
"6446",1
"6447",3
"6448",1
"6449",6
"6450",2
"6451",4
"6452",1
"6453",4
"6454",2
"6455",1
"6456",4
"6457",7
"6458",12
"6459",1
"6460",26
"6461",7
"6462",2
"6463",1
"6464",33
"6465",1
"6466",19
"6467",1
"6468",33
"6469",1
"6470",12
"6471",2
"6472",1
"6473",3
"6474",5
"6475",1
"6476",16
"6477",6
"6478",1
"6479",1
"6480",1
"6481",2
"6482",7
"6483",9
"6484",29
"6485",2
"6486",15
"6487",5
"6488",1
"6489",1
"6490",1
"6491",18
"6492",19
"6493",34
"6494",10
"6495",4
"6496",1
"6497",1
"6498",25
"6499",1
"6500",28
"6501",1
"6502",2
"6503",2
"6504",9
"6505",1
"6506",9
"6507",1
"6508",7
"6509",14
"6510",16
"6511",2
"6512",2
"6513",2
"6514",6
"6515",1
"6516",1
"6517",12
"6518",3
"6519",2
"6520",6
"6521",11
"6522",4
"6523",1
"6524",2
"6525",3
"6526",4
"6527",1
"6528",1
"6529",12
"6530",6
"6531",5
"6532",8
"6533",29
"6534",1
"6535",2
"6536",1
"6537",1
"6538",4
"6539",1
"6540",3
"6541",1
"6542",13
"6543",16
"6544",4
"6545",16
"6546",1
"6547",5
"6548",9
"6549",9
"6550",3
"6551",1
"6552",1
"6553",1
"6554",5
"6555",13
"6556",4
"6557",1
"6558",1
"6559",1
"6560",2
"6561",1
"6562",18
"6563",2
"6564",35
"6565",1
"6566",3
"6567",4
"6568",5
"6569",1
"6570",2
"6571",2
"6572",6
"6573",8
"6574",1
"6575",2
"6576",1
"6577",19
"6578",9
"6579",4
"6580",11
"6581",1
"6582",21
"6583",7
"6584",1
"6585",6
"6586",15
"6587",5
"6588",3
"6589",11
"6590",14
"6591",10
"6592",9
"6593",1
"6594",1
"6595",2
"6596",14
"6597",2
"6598",1
"6599",2
"6600",1
"6601",1
"6602",11
"6603",18
"6604",24
"6605",13
"6606",3
"6607",1
"6608",1
"6609",13
"6610",1
"6611",10
"6612",20
"6613",1
"6614",27
"6615",1
"6616",3
"6617",2
"6618",2
"6619",1
"6620",1
"6621",1
"6622",18
"6623",3
"6624",3
"6625",5
"6626",2
"6627",6
"6628",25
"6629",10
"6630",1
"6631",1
"6632",1
"6633",10
"6634",1
"6635",1
"6636",6
"6637",7
"6638",1
"6639",1
"6640",1
"6641",4
"6642",6
"6643",2
"6644",6
"6645",12
"6646",1
"6647",2
"6648",14
"6649",1
"6650",1
"6651",2
"6652",1
"6653",16
"6654",2
"6655",4
"6656",2
"6657",1
"6658",1
"6659",2
"6660",1
"6661",1
"6662",4
"6663",1
"6664",44
"6665",7
"6666",11
"6667",1
"6668",31
"6669",2
"6670",3
"6671",2
"6672",2
"6673",1
"6674",19
"6675",1
"6676",7
"6677",3
"6678",2
"6679",2
"6680",24
"6681",1
"6682",1
"6683",1
"6684",12
"6685",2
"6686",23
"6687",25
"6688",13
"6689",15
"6690",15
"6691",5
"6692",1
"6693",1
"6694",1
"6695",2
"6696",1
"6697",12
"6698",3
"6699",6
"6700",3
"6701",10
"6702",8
"6703",1
"6704",1
"6705",2
"6706",4
"6707",1
"6708",28
"6709",9
"6710",6
"6711",4
"6712",1
"6713",1
"6714",23
"6715",13
"6716",1
"6717",1
"6718",28
"6719",9
"6720",12
"6721",19
"6722",2
"6723",1
"6724",13
"6725",1
"6726",2
"6727",1
"6728",9
"6729",2
"6730",1
"6731",1
"6732",1
"6733",1
"6734",8
"6735",2
"6736",23
"6737",5
"6738",1
"6739",2
"6740",5
"6741",1
"6742",1
"6743",1
"6744",12
"6745",2
"6746",7
"6747",1
"6748",24
"6749",7
"6750",1
"6751",5
"6752",9
"6753",11
"6754",16
"6755",1
"6756",1
"6757",3
"6758",13
"6759",1
"6760",6
"6761",17
"6762",2
"6763",2
"6764",15
"6765",5
"6766",11
"6767",1
"6768",6
"6769",9
"6770",1
"6771",1
"6772",3
"6773",2
"6774",2
"6775",28
"6776",2
"6777",4
"6778",2
"6779",3
"6780",10
"6781",8
"6782",15
"6783",1
"6784",7
"6785",1
"6786",1
"6787",1
"6788",1
"6789",1
"6790",5
"6791",2
"6792",10
"6793",1
"6794",6
"6795",1
"6796",1
"6797",11
"6798",2
"6799",1
"6800",6
"6801",1
"6802",3
"6803",2
"6804",9
"6805",65
"6806",8
"6807",7
"6808",19
"6809",1
"6810",1
"6811",12
"6812",2
"6813",12
"6814",18
"6815",1
"6816",2
"6817",1
"6818",16
"6819",5
"6820",19
"6821",1
"6822",2
"6823",7
"6824",1
"6825",15
"6826",29
"6827",2
"6828",1
"6829",4
"6830",5
"6831",3
"6832",3
"6833",1
"6834",17
"6835",43
"6836",9
"6837",19
"6838",9
"6839",1
"6840",1
"6841",1
"6842",2
"6843",8
"6844",2
"6845",45
"6846",1
"6847",12
"6848",1
"6849",17
"6850",49
"6851",2
"6852",6
"6853",1
"6854",3
"6855",2
"6856",4
"6857",2
"6858",9
"6859",17
"6860",1
"6861",10
"6862",1
"6863",1
"6864",2
"6865",27
"6866",1
"6867",31
"6868",18
"6869",2
"6870",1
"6871",6
"6872",14
"6873",1
"6874",1
"6875",3
"6876",12
"6877",2
"6878",1
"6879",7
"6880",1
"6881",5
"6882",3
"6883",3
"6884",5
"6885",1
"6886",1
"6887",3
"6888",1
"6889",30
"6890",2
"6891",1
"6892",5
"6893",2
"6894",4
"6895",1
"6896",2
"6897",9
"6898",1
"6899",3
"6900",32
"6901",10
"6902",2
"6903",9
"6904",18
"6905",3
"6906",1
"6907",11
"6908",11
"6909",4
"6910",17
"6911",22
"6912",1
"6913",27
"6914",1
"6915",2
"6916",25
"6917",1
"6918",28
"6919",1
"6920",1
"6921",1
"6922",12
"6923",13
"6924",1
"6925",10
"6926",21
"6927",2
"6928",6
"6929",1
"6930",1
"6931",1
"6932",25
"6933",2
"6934",1
"6935",1
"6936",2
"6937",2
"6938",1
"6939",2
"6940",1
"6941",2
"6942",38
"6943",1
"6944",7
"6945",1
"6946",1
"6947",1
"6948",1
"6949",10
"6950",3
"6951",1
"6952",1
"6953",4
"6954",1
"6955",9
"6956",2
"6957",2
"6958",2
"6959",8
"6960",5
"6961",2
"6962",7
"6963",2
"6964",1
"6965",2
"6966",10
"6967",1
"6968",14
"6969",1
"6970",1
"6971",1
"6972",1
"6973",3
"6974",11
"6975",12
"6976",25
"6977",3
"6978",2
"6979",1
"6980",2
"6981",2
"6982",15
"6983",3
"6984",2
"6985",16
"6986",10
"6987",2
"6988",16
"6989",1
"6990",1
"6991",13
"6992",1
"6993",18
"6994",19
"6995",1
"6996",2
"6997",1
"6998",1
"6999",19
"7000",6
"7001",13
"7002",7
"7003",3
"7004",1
"7005",9
"7006",2
"7007",1
"7008",9
"7009",2
"7010",8
"7011",1
"7012",1
"7013",3
"7014",2
"7015",7
"7016",2
"7017",10
"7018",1
"7019",1
"7020",1
"7021",23
"7022",3
"7023",6
"7024",2
"7025",3
"7026",25
"7027",8
"7028",1
"7029",3
"7030",1
"7031",1
"7032",10
"7033",4
"7034",29
"7035",6
"7036",1
"7037",12
"7038",3
"7039",2
"7040",1
"7041",1
"7042",8
"7043",25
"7044",21
"7045",2
"7046",1
"7047",1
"7048",7
"7049",6
"7050",23
"7051",1
"7052",2
"7053",30
"7054",1
"7055",9
"7056",1
"7057",7
"7058",6
"7059",2
"7060",1
"7061",1
"7062",1
"7063",10
"7064",1
"7065",1
"7066",6
"7067",20
"7068",27
"7069",3
"7070",3
"7071",15
"7072",1
"7073",4
"7074",29
"7075",1
"7076",19
"7077",17
"7078",16
"7079",5
"7080",8
"7081",2
"7082",1
"7083",2
"7084",1
"7085",1
"7086",3
"7087",1
"7088",2
"7089",1
"7090",1
"7091",1
"7092",2
"7093",2
"7094",4
"7095",19
"7096",5
"7097",8
"7098",1
"7099",3
"7100",6
"7101",10
"7102",6
"7103",1
"7104",1
"7105",28
"7106",2
"7107",1
"7108",6
"7109",1
"7110",8
"7111",1
"7112",6
"7113",32
"7114",1
"7115",1
"7116",1
"7117",2
"7118",14
"7119",2
"7120",20
"7121",1
"7122",11
"7123",2
"7124",1
"7125",22
"7126",2
"7127",1
"7128",1
"7129",6
"7130",10
"7131",2
"7132",4
"7133",16
"7134",1
"7135",1
"7136",13
"7137",12
"7138",2
"7139",21
"7140",15
"7141",1
"7142",1
"7143",2
"7144",30
"7145",1
"7146",14
"7147",1
"7148",6
"7149",1
"7150",1
"7151",1
"7152",2
"7153",1
"7154",1
"7155",14
"7156",18
"7157",2
"7158",27
"7159",16
"7160",2
"7161",44
"7162",1
