treebank	n	D	Drla	Dmin
isl	14	29	65	22
isl	10	25	33	17
isl	9	14	26.6667	10
isl	16	30	85	26
isl	13	31	56	17
isl	11	23	40	18
isl	12	20	47.6667	15
isl	16	32	85	25
isl	9	13	26.6667	11
isl	27	66	242.667	52
isl	14	31	65	18
isl	17	31	96	23
isl	36	87	431.667	69
isl	9	12	26.6667	9
isl	22	51	161	43
isl	6	9	11.6667	7
isl	8	9	21	9
isl	13	27	56	21
isl	7	11	16	8
isl	10	19	33	14
isl	15	29	74.6667	24
isl	15	26	74.6667	20
isl	18	36	107.667	30
isl	20	52	133	36
isl	9	15	26.6667	12
isl	29	79	280	56
isl	12	28	47.6667	17
isl	15	31	74.6667	23
isl	7	8	16	8
isl	13	31	56	17
isl	17	39	96	29
isl	18	53	107.667	36
isl	11	15	40	13
isl	17	44	96	29
isl	15	36	74.6667	24
isl	16	35	85	24
isl	19	52	120	34
isl	15	40	74.6667	25
isl	18	36	107.667	27
isl	19	44	120	33
isl	14	35	65	19
isl	9	16	26.6667	12
isl	21	36	146.667	32
isl	16	31	85	25
isl	15	36	74.6667	25
isl	19	44	120	31
isl	19	38	120	29
isl	13	32	56	22
isl	24	52	191.667	46
isl	32	91	341	66
isl	10	23	33	13
isl	23	52	176	36
isl	24	55	191.667	41
isl	17	39	96	25
isl	9	16	26.6667	11
isl	13	26	56	17
isl	17	29	96	29
isl	37	84	456	68
isl	14	32	65	20
isl	23	47	176	37
isl	14	31	65	22
isl	14	31	65	23
isl	18	50	107.667	31
isl	22	44	161	32
isl	13	21	56	17
isl	13	26	56	19
isl	12	24	47.6667	17
isl	29	102	280	59
isl	13	28	56	18
isl	12	23	47.6667	16
isl	26	58	225	42
isl	14	30	65	18
isl	27	59	242.667	46
isl	30	76	299.667	60
isl	9	13	26.6667	11
isl	21	43	146.667	36
isl	18	40	107.667	30
isl	21	65	146.667	42
isl	25	63	208	43
isl	14	34	65	23
isl	24	63	191.667	45
isl	7	8	16	8
isl	15	28	74.6667	22
isl	25	56	208	48
isl	12	22	47.6667	20
isl	10	23	33	16
isl	19	33	120	28
isl	22	35	161	31
isl	18	44	107.667	28
isl	21	50	146.667	39
isl	24	55	191.667	42
isl	19	36	120	29
isl	24	57	191.667	39
isl	35	95	408	64
isl	17	29	96	27
isl	7	10	16	8
isl	37	96	456	69
isl	24	62	191.667	45
isl	13	21	56	17
isl	16	31	85	26
isl	24	59	191.667	42
isl	18	43	107.667	31
isl	16	54	85	24
isl	19	38	120	30
isl	25	68	208	42
isl	18	39	107.667	28
isl	15	36	74.6667	24
isl	15	28	74.6667	21
isl	24	51	191.667	40
isl	3	3	2.66667	2
isl	17	36	96	25
isl	18	30	107.667	29
isl	28	66	261	47
isl	19	37	120	27
isl	18	37	107.667	30
isl	11	18	40	15
isl	12	18	47.6667	16
isl	14	27	65	19
isl	4	3	5	3
isl	4	5	5	3
isl	10	18	33	14
isl	30	95	299.667	58
isl	8	11	21	10
isl	13	24	56	19
isl	15	31	74.6667	23
isl	16	37	85	26
isl	29	64	280	55
isl	12	27	47.6667	16
isl	15	38	74.6667	23
isl	12	23	47.6667	18
isl	27	60	242.667	44
isl	20	40	133	30
isl	33	104	362.667	63
isl	23	68	176	42
isl	39	90	506.667	71
isl	12	18	47.6667	15
isl	20	49	133	33
isl	26	59	225	44
isl	16	36	85	27
isl	9	12	26.6667	10
isl	17	34	96	27
isl	26	61	225	47
isl	26	62	225	46
isl	12	20	47.6667	16
isl	8	11	21	10
isl	16	34	85	26
isl	30	65	299.667	49
isl	24	50	191.667	41
isl	8	17	21	9
isl	10	21	33	15
isl	15	26	74.6667	21
isl	18	33	107.667	29
isl	8	16	21	10
isl	17	35	96	28
isl	8	12	21	10
isl	17	38	96	29
isl	19	33	120	30
isl	7	9	16	8
isl	15	30	74.6667	21
isl	12	29	47.6667	17
isl	14	38	65	25
isl	32	74	341	55
isl	19	29	120	28
isl	16	34	85	23
isl	17	25	96	24
isl	21	44	146.667	29
isl	24	65	191.667	40
isl	18	36	107.667	26
isl	7	9	16	6
isl	7	8	16	7
isl	16	29	85	25
isl	15	28	74.6667	22
isl	19	41	120	31
isl	28	84	261	58
isl	10	15	33	14
isl	30	65	299.667	55
isl	19	48	120	31
isl	22	56	161	41
isl	18	44	107.667	29
isl	17	36	96	26
isl	13	25	56	18
isl	11	17	40	13
isl	26	66	225	52
isl	13	23	56	19
isl	11	21	40	14
isl	16	49	85	27
isl	21	55	146.667	33
isl	12	23	47.6667	18
isl	24	65	191.667	41
isl	25	48	208	40
isl	15	27	74.6667	22
isl	17	32	96	26
isl	20	36	133	32
isl	13	24	56	18
isl	22	50	161	33
isl	24	48	191.667	44
isl	27	61	242.667	48
isl	30	84	299.667	61
isl	24	68	191.667	42
isl	37	91	456	75
isl	12	23	47.6667	17
isl	30	78	299.667	62
isl	8	12	21	10
isl	12	22	47.6667	17
isl	12	25	47.6667	17
isl	12	27	47.6667	18
isl	14	24	65	21
isl	27	45	242.667	42
isl	19	43	120	31
isl	15	24	74.6667	22
isl	10	21	33	15
isl	8	11	21	10
isl	14	25	65	21
isl	18	34	107.667	26
isl	12	21	47.6667	17
isl	12	21	47.6667	19
isl	11	16	40	14
isl	16	32	85	26
isl	23	41	176	36
isl	17	31	96	27
isl	15	27	74.6667	21
isl	32	73	341	61
isl	21	38	146.667	35
isl	18	35	107.667	30
isl	16	35	85	25
isl	8	9	21	9
isl	22	59	161	35
isl	6	9	11.6667	7
isl	7	14	16	7
isl	27	76	242.667	46
isl	10	15	33	14
isl	11	16	40	13
isl	11	16	40	15
isl	24	58	191.667	41
isl	22	47	161	36
isl	20	48	133	34
isl	17	34	96	27
isl	24	69	191.667	49
isl	29	81	280	56
isl	29	65	280	50
isl	31	82	320	62
isl	16	24	85	24
isl	28	79	261	54
isl	19	33	120	29
isl	14	36	65	21
isl	9	12	26.6667	11
isl	24	65	191.667	39
isl	11	26	40	17
isl	23	46	176	38
isl	25	63	208	47
isl	10	22	33	16
isl	9	14	26.6667	11
isl	11	18	40	16
isl	29	61	280	52
isl	25	62	208	41
isl	21	59	146.667	42
isl	28	60	261	52
isl	20	51	133	36
isl	17	32	96	29
isl	10	19	33	13
isl	24	46	191.667	41
isl	19	51	120	28
isl	21	46	146.667	35
isl	26	61	225	45
isl	25	47	208	39
isl	17	33	96	25
isl	10	17	33	14
isl	17	34	96	29
isl	11	21	40	15
isl	14	24	65	20
isl	27	76	242.667	49
isl	15	26	74.6667	23
isl	20	43	133	33
isl	29	81	280	49
isl	10	15	33	13
isl	23	43	176	36
isl	19	45	120	31
isl	21	48	146.667	36
isl	22	38	161	34
isl	24	64	191.667	50
isl	9	14	26.6667	11
isl	29	59	280	53
isl	25	48	208	40
isl	11	16	40	15
isl	24	57	191.667	42
isl	19	31	120	28
isl	12	24	47.6667	18
isl	18	48	107.667	30
isl	6	9	11.6667	7
isl	30	74	299.667	52
isl	6	9	11.6667	5
isl	12	23	47.6667	17
isl	16	29	85	26
isl	15	32	74.6667	21
isl	11	18	40	15
isl	19	38	120	27
isl	24	68	191.667	42
isl	24	56	191.667	39
isl	15	30	74.6667	26
isl	20	40	133	31
isl	14	24	65	22
isl	19	42	120	31
isl	34	79	385	61
isl	13	23	56	20
isl	19	32	120	30
isl	14	25	65	20
isl	17	25	96	24
isl	25	55	208	44
isl	9	13	26.6667	11
isl	19	40	120	30
isl	15	35	74.6667	28
isl	27	62	242.667	46
isl	34	97	385	73
isl	17	36	96	28
isl	7	8	16	8
isl	10	23	33	12
isl	20	44	133	35
isl	17	28	96	25
isl	20	45	133	34
isl	14	29	65	20
isl	12	18	47.6667	15
isl	19	43	120	31
isl	11	22	40	16
isl	18	45	107.667	29
isl	13	26	56	22
isl	12	20	47.6667	16
isl	8	11	21	11
isl	10	23	33	16
isl	10	15	33	13
isl	10	17	33	12
isl	23	44	176	38
isl	18	35	107.667	31
isl	14	26	65	20
isl	16	31	85	23
isl	15	33	74.6667	26
isl	18	45	107.667	31
isl	7	11	16	7
isl	10	22	33	13
isl	14	25	65	17
isl	26	54	225	42
isl	19	42	120	29
isl	8	13	21	11
isl	6	11	11.6667	7
isl	11	16	40	14
isl	12	33	47.6667	21
isl	18	39	107.667	27
isl	19	41	120	31
isl	15	32	74.6667	21
isl	21	47	146.667	30
isl	18	38	107.667	27
isl	10	15	33	14
isl	7	10	16	8
isl	12	29	47.6667	18
isl	6	7	11.6667	6
isl	5	6	8	5
isl	26	47	225	41
isl	18	33	107.667	28
isl	13	31	56	18
isl	17	37	96	27
isl	8	10	21	8
isl	19	43	120	33
isl	5	6	8	5
isl	19	34	120	28
isl	21	39	146.667	31
isl	8	12	21	9
isl	11	21	40	15
isl	21	36	146.667	31
isl	29	69	280	55
isl	26	71	225	43
isl	12	18	47.6667	17
isl	13	21	56	18
isl	20	32	133	28
isl	22	47	161	35
isl	13	26	56	18
isl	31	76	320	51
isl	18	37	107.667	27
isl	12	19	47.6667	16
isl	20	43	133	34
isl	26	65	225	50
isl	16	32	85	25
isl	20	36	133	31
isl	21	46	146.667	38
isl	16	35	85	27
isl	14	23	65	19
isl	19	32	120	29
isl	23	49	176	38
isl	21	44	146.667	32
isl	14	27	65	20
isl	21	39	146.667	32
isl	10	18	33	13
isl	16	31	85	21
isl	18	32	107.667	25
isl	14	26	65	22
isl	28	82	261	57
isl	19	40	120	32
isl	24	64	191.667	42
isl	16	30	85	25
isl	13	30	56	22
isl	22	44	161	36
isl	11	19	40	16
isl	20	43	133	36
isl	19	41	120	35
isl	19	36	120	32
isl	24	57	191.667	43
isl	25	55	208	42
isl	35	92	408	75
isl	15	27	74.6667	23
isl	28	88	261	51
isl	17	30	96	26
isl	11	14	40	13
isl	18	43	107.667	27
isl	16	30	85	27
isl	23	41	176	37
isl	16	28	85	22
isl	15	32	74.6667	25
isl	21	43	146.667	38
isl	12	22	47.6667	18
isl	14	25	65	23
isl	19	42	120	30
isl	29	75	280	54
isl	17	29	96	23
isl	24	55	191.667	43
isl	23	55	176	39
isl	13	21	56	18
isl	21	43	146.667	34
isl	13	18	56	17
isl	15	26	74.6667	21
isl	12	18	47.6667	14
isl	19	37	120	33
isl	29	87	280	59
isl	19	38	120	28
isl	18	31	107.667	28
isl	38	83	481	73
isl	30	74	299.667	56
isl	13	27	56	19
isl	15	30	74.6667	22
isl	52	143	901	109
isl	22	48	161	36
ind	34	94	385	62
ind	14	33	65	20
ind	30	85	299.667	58
ind	33	82	362.667	61
ind	9	15	26.6667	13
ind	12	30	47.6667	18
ind	6	9	11.6667	6
ind	32	69	341	57
ind	20	38	133	32
ind	6	13	11.6667	7
ind	17	34	96	29
ind	18	38	107.667	32
ind	12	22	47.6667	17
ind	16	33	85	22
ind	17	33	96	27
ind	13	23	56	21
ind	15	29	74.6667	20
ind	30	79	299.667	56
ind	13	32	56	23
ind	20	47	133	31
ind	14	26	65	19
ind	12	17	47.6667	15
ind	27	80	242.667	47
ind	8	15	21	13
ind	12	22	47.6667	17
ind	12	20	47.6667	17
ind	20	40	133	30
ind	20	43	133	31
ind	10	30	33	14
ind	30	89	299.667	54
ind	18	32	107.667	28
ind	15	26	74.6667	22
ind	14	23	65	19
ind	23	64	176	43
ind	17	41	96	27
ind	22	52	161	36
ind	15	26	74.6667	22
ind	5	5	8	4
ind	8	11	21	9
ind	13	29	56	19
ind	16	28	85	23
ind	7	12	16	8
ind	18	37	107.667	30
ind	30	82	299.667	53
ind	24	52	191.667	40
ind	26	60	225	49
ind	14	28	65	20
ind	21	43	146.667	31
ind	18	47	107.667	30
ind	29	74	280	50
ind	14	31	65	22
ind	18	37	107.667	28
ind	14	23	65	18
ind	26	52	225	41
ind	12	18	47.6667	15
ind	36	83	431.667	63
ind	37	88	456	70
ind	17	29	96	28
ind	17	38	96	24
ind	14	30	65	22
ind	11	20	40	17
ind	11	17	40	15
ind	12	21	47.6667	15
ind	17	33	96	27
ind	15	33	74.6667	25
ind	7	8	16	8
ind	15	42	74.6667	24
ind	21	42	146.667	35
ind	14	30	65	22
ind	28	64	261	48
ind	19	32	120	31
ind	22	42	161	38
ind	21	47	146.667	33
ind	25	67	208	42
ind	13	25	56	18
ind	18	31	107.667	28
ind	14	20	65	19
ind	13	20	56	17
ind	17	26	96	25
ind	19	40	120	32
ind	13	23	56	19
ind	16	47	85	25
ind	32	88	341	61
ind	13	24	56	19
ind	38	76	481	65
ind	20	36	133	31
ind	20	52	133	35
ind	25	61	208	47
ind	29	51	280	40
ind	25	54	208	43
ind	14	39	65	21
ind	26	66	225	42
ind	27	92	242.667	47
ind	21	40	146.667	36
ind	31	104	320	58
ind	10	17	33	12
ind	14	24	65	21
ind	28	65	261	48
ind	19	36	120	30
ind	15	34	74.6667	23
ind	27	71	242.667	47
ind	22	37	161	33
ind	30	68	299.667	51
ind	15	31	74.6667	22
ind	26	70	225	45
ind	20	43	133	34
ind	29	69	280	44
ind	20	44	133	33
ind	31	85	320	56
ind	23	46	176	37
ind	11	23	40	15
ind	12	26	47.6667	16
ind	20	39	133	31
ind	10	14	33	11
ind	25	43	208	41
ind	31	72	320	52
ind	19	58	120	30
ind	29	52	280	48
ind	7	13	16	8
ind	20	48	133	32
ind	8	12	21	8
ind	33	88	362.667	62
ind	14	22	65	20
ind	17	39	96	27
ind	5	6	8	5
ind	24	55	191.667	43
ind	19	41	120	30
ind	24	44	191.667	39
ind	7	10	16	8
ind	17	44	96	28
ind	11	15	40	12
ind	21	46	146.667	36
ind	22	40	161	37
ind	10	17	33	15
ind	20	41	133	34
ind	7	10	16	8
ind	18	37	107.667	28
ind	30	63	299.667	51
ind	26	51	225	43
ind	13	27	56	19
ind	18	30	107.667	27
ind	23	54	176	36
ind	20	50	133	32
ind	30	92	299.667	54
ind	15	45	74.6667	22
ind	19	43	120	29
ind	17	40	96	24
ind	8	12	21	10
ind	3	3	2.66667	2
ind	11	17	40	14
ind	21	48	146.667	32
ind	24	47	191.667	34
ind	19	34	120	29
ind	17	31	96	28
ind	20	38	133	34
ind	21	41	146.667	31
ind	17	40	96	28
ind	25	43	208	39
ind	10	19	33	12
ind	9	14	26.6667	10
ind	13	25	56	19
ind	23	44	176	36
ind	17	33	96	26
ind	12	27	47.6667	16
ind	17	33	96	23
ind	19	38	120	26
ind	16	33	85	25
ind	14	30	65	22
ind	8	9	21	8
ind	13	22	56	18
ind	5	6	8	4
ind	23	60	176	41
ind	12	30	47.6667	19
ind	7	12	16	8
ind	23	45	176	36
ind	7	8	16	8
ind	15	46	74.6667	21
ind	8	9	21	9
ind	16	36	85	26
ind	12	21	47.6667	17
ind	13	26	56	20
ind	16	29	85	25
ind	16	33	85	26
ind	14	37	65	24
ind	16	28	85	24
ind	23	45	176	35
ind	4	3	5	3
ind	6	7	11.6667	7
ind	20	39	133	31
ind	13	27	56	20
ind	18	43	107.667	28
ind	21	43	146.667	33
ind	25	63	208	42
ind	7	9	16	9
ind	16	38	85	29
ind	21	36	146.667	33
ind	23	60	176	41
ind	23	52	176	36
ind	8	13	21	9
ind	18	32	107.667	29
ind	25	57	208	45
ind	10	17	33	16
ind	25	56	208	41
ind	21	53	146.667	36
ind	9	20	26.6667	12
ind	12	25	47.6667	17
ind	21	43	146.667	36
ind	14	36	65	23
ind	4	6	5	3
ind	11	22	40	17
ind	12	17	47.6667	16
ind	22	37	161	32
ind	7	10	16	8
ind	14	34	65	20
ind	11	32	40	17
ind	11	21	40	15
ind	11	17	40	14
ind	21	50	146.667	35
ind	24	49	191.667	42
ind	12	29	47.6667	19
ind	20	48	133	31
ind	25	44	208	42
ind	4	5	5	3
ind	5	5	8	5
ind	24	60	191.667	42
ind	26	64	225	42
ind	16	29	85	24
ind	21	56	146.667	39
ind	7	8	16	8
ind	5	5	8	4
ind	21	52	146.667	35
ind	23	53	176	41
ind	10	18	33	17
ind	7	11	16	8
ind	17	27	96	21
ind	18	43	107.667	28
ind	18	36	107.667	31
ind	26	53	225	43
ind	10	17	33	13
ind	8	12	21	9
ind	9	14	26.6667	13
ind	23	56	176	41
ind	31	107	320	63
ind	20	38	133	34
ind	18	29	107.667	27
ind	20	50	133	30
ind	14	29	65	19
ind	8	11	21	9
ind	19	44	120	31
ind	8	15	21	10
ind	20	58	133	30
ind	12	19	47.6667	18
ind	17	32	96	29
ind	13	30	56	24
ind	9	18	26.6667	12
ind	15	45	74.6667	22
ind	10	23	33	12
ind	25	51	208	39
ind	22	44	161	34
ind	22	39	161	36
ind	14	35	65	21
ind	21	47	146.667	33
ind	15	42	74.6667	22
ind	17	35	96	27
ind	18	35	107.667	31
ind	22	53	161	38
ind	10	18	33	15
ind	18	39	107.667	26
ind	12	24	47.6667	20
ind	18	44	107.667	29
ind	12	21	47.6667	19
ind	25	59	208	44
ind	20	41	133	37
ind	15	26	74.6667	21
ind	6	7	11.6667	6
ind	30	66	299.667	57
ind	14	31	65	22
ind	24	53	191.667	37
ind	26	63	225	47
ind	8	10	21	10
ind	18	37	107.667	30
ind	18	40	107.667	29
ind	19	36	120	27
ind	14	29	65	19
ind	11	28	40	15
ind	14	31	65	20
ind	9	21	26.6667	11
ind	15	29	74.6667	24
ind	11	22	40	18
ind	23	50	176	44
ind	21	41	146.667	35
ind	8	11	21	9
ind	10	35	33	18
ind	23	56	176	36
ind	15	25	74.6667	21
ind	6	7	11.6667	6
ind	16	31	85	29
ind	10	20	33	13
ind	24	67	191.667	43
ind	13	30	56	18
ind	12	21	47.6667	16
ind	13	40	56	24
ind	17	47	96	28
ind	16	28	85	21
ind	20	44	133	29
ind	26	52	225	42
ind	7	10	16	9
ind	11	23	40	15
ind	18	32	107.667	25
ind	22	44	161	38
ind	15	30	74.6667	24
ind	12	17	47.6667	16
ind	9	20	26.6667	15
ind	12	21	47.6667	15
ind	20	42	133	33
ind	15	30	74.6667	24
ind	8	10	21	10
ind	24	59	191.667	45
ind	18	33	107.667	28
ind	26	64	225	43
ind	8	11	21	9
ind	28	60	261	46
ind	14	26	65	22
ind	18	61	107.667	26
ind	12	22	47.6667	17
ind	16	26	85	24
ind	17	24	96	23
ind	15	32	74.6667	26
ind	21	47	146.667	34
ind	22	48	161	35
ind	19	47	120	30
ind	19	45	120	32
ind	15	31	74.6667	24
ind	11	28	40	16
ind	13	23	56	19
ind	16	29	85	25
ind	8	12	21	9
ind	20	53	133	34
ind	11	15	40	14
ind	10	12	33	12
ind	15	31	74.6667	23
ind	21	43	146.667	33
ind	19	45	120	32
ind	17	31	96	25
ind	20	52	133	31
ind	19	50	120	33
ind	22	59	161	38
ind	13	22	56	18
ind	19	37	120	28
ind	19	39	120	27
ind	19	49	120	34
ind	15	34	74.6667	23
ind	9	14	26.6667	13
ind	7	13	16	9
ind	12	19	47.6667	17
ind	25	56	208	40
ind	12	23	47.6667	15
ind	18	33	107.667	30
ind	16	30	85	23
ind	10	13	33	11
ind	9	14	26.6667	10
ind	21	50	146.667	34
ind	17	30	96	26
ind	7	11	16	9
ind	19	50	120	33
ind	8	14	21	10
ind	13	27	56	20
ind	19	40	120	31
ind	13	33	56	22
ind	18	43	107.667	30
ind	21	54	146.667	35
ind	19	28	120	27
ind	20	67	133	38
ind	13	20	56	17
ind	9	19	26.6667	11
ind	12	20	47.6667	18
ind	13	21	56	19
ind	14	23	65	20
ind	29	71	280	52
ind	13	28	56	17
ind	9	14	26.6667	11
ind	22	49	161	36
ind	10	19	33	12
ind	11	18	40	13
ind	15	34	74.6667	23
ind	15	29	74.6667	23
ind	16	30	85	24
ind	17	25	96	23
ind	12	17	47.6667	15
ind	9	13	26.6667	10
ind	15	29	74.6667	23
ind	11	20	40	14
ind	25	57	208	49
ind	14	23	65	21
ind	22	45	161	38
ind	23	47	176	41
ind	17	29	96	27
ind	9	13	26.6667	11
ind	17	30	96	26
ind	10	11	33	11
ind	27	63	242.667	50
ind	21	36	146.667	30
ind	22	37	161	31
ind	13	27	56	18
ind	22	62	161	45
ind	12	22	47.6667	19
ind	14	24	65	20
ind	27	69	242.667	43
ind	23	52	176	43
ind	20	39	133	33
ind	19	40	120	32
ind	40	138	533	76
ind	16	27	85	23
ind	9	17	26.6667	11
ind	17	28	96	26
ind	25	58	208	38
ind	22	48	161	35
ind	25	58	208	44
ind	17	33	96	28
ind	20	37	133	33
ind	11	20	40	17
ind	8	17	21	9
ind	17	50	96	27
ind	14	25	65	19
ind	32	79	341	60
ind	15	34	74.6667	23
ind	27	68	242.667	50
ind	24	59	191.667	42
ind	7	12	16	10
ind	16	38	85	24
ind	26	68	225	41
ind	12	23	47.6667	17
ind	16	43	85	26
ind	11	17	40	15
ind	12	18	47.6667	14
ind	22	42	161	37
ind	14	30	65	21
ind	14	21	65	19
ind	14	30	65	20
ind	21	48	146.667	36
ind	13	23	56	18
ind	31	66	320	57
ind	12	22	47.6667	16
ind	17	38	96	24
ind	41	99	560	83
ind	10	17	33	12
ind	19	37	120	31
ind	5	5	8	5
ind	9	11	26.6667	10
ind	7	10	16	8
ind	7	11	16	8
ind	7	15	16	8
ind	17	40	96	26
ind	20	42	133	32
ind	22	42	161	37
ind	23	55	176	40
ind	10	13	33	12
ind	28	68	261	54
ind	10	18	33	13
ind	14	27	65	22
ind	8	12	21	10
ind	13	24	56	19
ind	19	42	120	32
ind	14	23	65	20
ind	16	29	85	25
ind	24	72	191.667	46
ind	17	31	96	28
ind	17	25	96	25
ind	24	48	191.667	40
ind	14	27	65	23
ind	22	43	161	33
ind	23	63	176	39
ind	19	68	120	29
ind	12	22	47.6667	17
ind	20	43	133	34
ind	13	26	56	20
ind	14	25	65	19
ind	16	25	85	23
ind	20	41	133	29
ind	13	27	56	23
ind	26	53	225	48
ind	35	90	408	71
ind	13	34	56	21
ind	33	68	362.667	58
ind	27	54	242.667	47
ind	20	61	133	32
ind	13	22	56	18
ind	15	27	74.6667	21
ind	16	26	85	24
ind	31	64	320	55
ind	18	39	107.667	28
ind	16	35	85	26
ind	15	32	74.6667	24
ind	17	29	96	28
ind	16	27	85	26
ind	23	44	176	34
ind	14	32	65	20
ind	13	28	56	18
ind	13	22	56	18
ind	31	108	320	62
ind	16	29	85	23
ind	12	22	47.6667	16
ind	23	60	176	40
ind	13	31	56	18
ind	35	68	408	59
ind	22	44	161	38
ind	12	24	47.6667	15
ind	17	36	96	26
ind	18	37	107.667	30
ind	23	69	176	41
ind	24	61	191.667	39
ind	12	22	47.6667	18
ind	27	66	242.667	43
ind	9	11	26.6667	11
ind	20	47	133	35
ind	23	51	176	44
ind	11	16	40	15
ind	8	11	21	9
ind	19	35	120	30
ind	22	37	161	33
ind	17	27	96	24
ind	20	41	133	33
ind	27	57	242.667	45
ind	15	28	74.6667	23
ind	20	43	133	29
ind	28	62	261	47
ind	23	55	176	38
ind	6	7	11.6667	7
ind	40	103	533	77
ind	27	65	242.667	52
ind	14	23	65	21
ind	19	40	120	31
ind	21	41	146.667	33
ind	19	36	120	29
ind	16	54	85	26
ind	27	54	242.667	46
ind	27	66	242.667	47
ind	16	26	85	22
ind	18	40	107.667	26
ind	13	24	56	19
ind	26	55	225	48
ind	5	9	8	5
ind	18	32	107.667	31
ind	14	25	65	19
ind	28	70	261	48
ind	21	41	146.667	31
ind	24	52	191.667	45
ind	11	16	40	14
ind	20	51	133	37
ind	13	20	56	18
ind	8	9	21	9
ind	6	9	11.6667	6
ind	8	15	21	9
ind	26	63	225	45
ind	8	20	21	10
ind	15	30	74.6667	27
ind	13	24	56	19
ind	20	48	133	35
ind	28	58	261	48
ind	15	42	74.6667	22
ind	18	31	107.667	28
ind	10	17	33	15
ind	22	47	161	39
ind	22	54	161	37
ind	39	121	506.667	72
ind	24	69	191.667	37
ind	37	90	456	72
ind	14	28	65	22
ind	17	31	96	25
ind	28	58	261	47
ind	18	36	107.667	30
ind	11	20	40	15
ind	16	25	85	22
ind	23	73	176	41
ind	28	81	261	54
ind	11	20	40	14
ind	9	13	26.6667	11
ind	15	32	74.6667	25
ind	29	61	280	48
ind	21	40	146.667	35
ind	6	11	11.6667	6
ind	9	13	26.6667	12
ind	12	23	47.6667	16
ind	20	36	133	34
ind	10	15	33	12
ind	21	43	146.667	34
ind	8	11	21	9
ind	21	45	146.667	36
ind	19	35	120	30
ind	9	11	26.6667	10
ind	16	32	85	25
ind	11	24	40	15
ind	10	18	33	13
ind	26	53	225	43
ind	21	34	146.667	31
ind	19	33	120	28
ind	22	41	161	38
ind	19	49	120	30
ind	26	59	225	46
ind	15	28	74.6667	24
ind	14	24	65	19
ind	12	18	47.6667	16
ind	16	27	85	24
ind	15	27	74.6667	21
ind	23	49	176	34
ind	29	82	280	62
ind	12	20	47.6667	18
ind	28	62	261	50
ind	19	45	120	32
ind	21	49	146.667	39
ind	27	76	242.667	47
ind	16	29	85	23
ind	17	33	96	26
ind	12	19	47.6667	15
ind	22	48	161	38
ind	18	45	107.667	27
ind	10	21	33	13
ind	17	40	96	28
ind	23	62	176	37
ind	10	17	33	13
ind	19	48	120	30
ind	22	38	161	35
ind	18	34	107.667	25
ind	21	38	146.667	35
ind	22	46	161	37
ind	17	35	96	26
ind	21	45	146.667	30
ind	24	49	191.667	41
ind	25	55	208	41
ind	22	56	161	37
ind	25	70	208	45
ind	39	86	506.667	71
ind	16	33	85	22
ind	23	54	176	41
ind	8	16	21	9
ind	14	27	65	22
ind	16	45	85	27
ind	13	23	56	19
ind	12	15	47.6667	14
ind	30	66	299.667	55
ind	20	35	133	31
ind	16	25	85	23
ind	10	14	33	13
ind	10	15	33	14
ind	16	38	85	28
ind	12	23	47.6667	17
ind	14	26	65	21
ind	15	27	74.6667	26
ind	10	15	33	13
ind	17	31	96	27
ind	17	27	96	24
ind	18	31	107.667	31
ind	12	25	47.6667	16
ind	29	59	280	50
ind	17	29	96	25
ind	17	33	96	27
ind	15	26	74.6667	21
ind	10	15	33	12
ind	25	67	208	44
ind	5	6	8	5
ind	8	8	21	8
ind	24	78	191.667	41
ind	12	24	47.6667	17
ind	16	26	85	22
ind	10	18	33	13
ind	23	59	176	37
ind	20	38	133	31
ind	14	28	65	25
ind	19	57	120	39
ind	25	59	208	41
ind	27	61	242.667	52
ind	26	58	225	47
ind	31	80	320	64
ind	18	33	107.667	27
ind	26	68	225	44
ind	15	34	74.6667	20
ind	20	43	133	32
ind	12	17	47.6667	15
ind	28	75	261	47
ind	14	35	65	22
ind	15	39	74.6667	23
ind	23	44	176	37
ind	10	15	33	13
ind	9	14	26.6667	11
ind	8	11	21	9
ind	30	72	299.667	54
ind	23	43	176	36
ind	18	53	107.667	30
ind	32	70	341	60
ind	18	39	107.667	26
ind	17	27	96	26
ind	7	12	16	8
ind	22	44	161	36
ind	20	38	133	28
ind	18	45	107.667	32
ind	22	47	161	37
ind	28	60	261	50
ind	21	45	146.667	36
ind	9	13	26.6667	13
ind	24	61	191.667	44
ind	11	22	40	14
ind	13	21	56	18
ind	29	64	280	51
ind	16	31	85	26
ind	21	45	146.667	35
ind	36	89	431.667	67
ind	10	12	33	12
ind	19	37	120	31
ind	20	40	133	34
ind	16	40	85	22
ind	23	40	176	35
ind	22	52	161	40
ind	7	10	16	9
ind	10	15	33	12
ind	25	49	208	42
ind	24	45	191.667	37
ind	14	22	65	21
ind	21	49	146.667	38
ind	17	26	96	23
ind	16	31	85	24
ind	12	26	47.6667	17
ind	5	5	8	4
ind	30	74	299.667	54
ind	7	10	16	7
ind	10	19	33	12
ind	17	28	96	27
ind	20	43	133	32
ind	13	23	56	22
ind	23	54	176	38
ind	21	64	146.667	40
ind	24	51	191.667	41
ind	18	36	107.667	30
ind	19	34	120	27
ind	13	22	56	17
ind	18	36	107.667	28
ind	32	76	341	60
ind	15	27	74.6667	24
ind	20	45	133	34
ind	15	26	74.6667	23
ind	24	52	191.667	49
ind	23	44	176	39
ind	9	11	26.6667	11
ind	21	57	146.667	33
