treebank	n	D	Drla	Dmin
ita	25	52	208	47
ita	18	50	107.667	26
ita	39	78	506.667	67
ita	31	71	320	44
ita	28	59	261	41
ita	40	99	533	67
ita	13	22	56	18
ita	21	58	146.667	37
ita	31	68	320	47
ita	23	47	176	35
ita	19	44	120	32
ita	42	94	587.667	72
ita	31	52	320	47
ita	37	78	456	64
ita	16	29	85	25
ita	35	87	408	62
ita	29	53	280	37
ita	44	84	645	59
ita	36	72	431.667	63
ita	38	91	481	62
ita	34	68	385	49
ita	13	23	56	18
ita	18	29	107.667	26
ita	27	43	242.667	37
ita	8	13	21	10
ita	33	63	362.667	48
ita	35	78	408	53
ita	27	90	242.667	42
ita	32	47	341	46
ita	11	20	40	14
ita	20	44	133	30
ita	13	21	56	18
ita	41	92	560	72
ita	25	40	208	38
ita	17	26	96	22
ita	3	3	2.66667	2
ita	26	54	225	42
ita	17	32	96	24
ita	30	52	299.667	43
ita	14	25	65	20
ita	22	54	161	33
ita	15	23	74.6667	18
ita	20	35	133	26
ita	26	50	225	46
ita	10	16	33	14
ita	20	38	133	32
ita	6	7	11.6667	6
ita	25	63	208	46
ita	40	97	533	61
ita	27	56	242.667	42
ita	19	39	120	28
ita	25	39	208	36
ita	33	80	362.667	53
ita	25	64	208	42
ita	29	54	280	45
ita	21	73	146.667	28
ita	21	47	146.667	30
ita	22	58	161	29
ita	11	14	40	12
ita	5	9	8	5
ita	21	35	146.667	30
ita	25	64	208	37
ita	27	59	242.667	41
ita	24	49	191.667	35
ita	15	27	74.6667	19
ita	22	50	161	38
ita	32	59	341	46
ita	19	34	120	27
ita	39	69	506.667	54
ita	10	16	33	11
ita	11	19	40	13
ita	15	24	74.6667	19
ita	34	68	385	59
ita	26	54	225	43
ita	14	24	65	17
ita	21	39	146.667	26
ita	23	47	176	37
ita	19	39	120	26
ita	13	29	56	19
ita	11	12	40	12
ita	17	36	96	25
ita	4	5	5	3
ita	27	61	242.667	44
ita	16	37	85	23
ita	10	18	33	10
ita	25	51	208	41
ita	9	9	26.6667	9
ita	17	34	96	26
ita	10	22	33	13
ita	18	26	107.667	24
ita	11	14	40	14
ita	14	21	65	21
ita	14	22	65	21
ita	23	53	176	35
ita	18	34	107.667	23
ita	19	29	120	26
ita	29	57	280	47
ita	7	7	16	6
ita	6	8	11.6667	6
ita	23	33	176	32
ita	17	32	96	24
ita	31	58	320	46
ita	30	60	299.667	46
ita	29	73	280	55
ita	8	13	21	9
ita	23	44	176	33
ita	25	35	208	31
ita	32	89	341	56
ita	23	44	176	35
ita	10	15	33	11
ita	19	33	120	31
ita	32	73	341	55
ita	14	26	65	21
ita	37	70	456	60
ita	28	65	261	45
ita	15	26	74.6667	21
ita	16	31	85	23
ita	21	34	146.667	29
ita	15	26	74.6667	22
ita	7	9	16	8
ita	11	15	40	13
ita	17	28	96	25
ita	29	50	280	43
ita	5	8	8	5
ita	19	54	120	26
ita	13	35	56	15
ita	11	21	40	14
ita	18	30	107.667	27
ita	27	54	242.667	43
ita	23	41	176	34
ita	24	59	191.667	38
ita	28	64	261	42
ita	38	71	481	56
ita	5	5	8	4
ita	9	11	26.6667	10
ita	35	76	408	59
ita	28	70	261	42
ita	22	41	161	35
ita	24	53	191.667	37
ita	10	12	33	11
ita	4	3	5	3
ita	23	60	176	40
ita	25	58	208	44
ita	7	10	16	8
ita	9	12	26.6667	11
ita	23	40	176	30
ita	20	45	133	30
ita	19	34	120	26
ita	28	55	261	40
ita	12	15	47.6667	14
ita	7	10	16	6
ita	6	7	11.6667	6
ita	32	83	341	54
ita	40	79	533	69
ita	28	56	261	43
ita	19	25	120	25
ita	21	38	146.667	28
ita	18	40	107.667	25
ita	13	21	56	16
ita	22	49	161	34
ita	8	14	21	9
ita	26	73	225	37
ita	11	17	40	14
ita	20	37	133	32
ita	17	31	96	26
ita	11	16	40	15
ita	19	25	120	25
ita	15	29	74.6667	21
ita	42	88	587.667	69
ita	27	52	242.667	43
ita	27	48	242.667	44
ita	20	45	133	30
ita	26	57	225	44
ita	29	81	280	47
ita	25	48	208	37
ita	19	28	120	26
ita	26	57	225	45
ita	9	15	26.6667	11
ita	25	48	208	35
ita	14	22	65	19
ita	25	49	208	34
ita	17	27	96	24
ita	29	69	280	49
ita	21	31	146.667	30
ita	20	37	133	25
ita	8	8	21	8
ita	40	78	533	66
ita	14	43	65	20
ita	26	63	225	40
ita	30	58	299.667	49
ita	4	4	5	4
ita	18	28	107.667	26
ita	27	61	242.667	43
ita	20	38	133	30
ita	14	27	65	22
ita	16	33	85	21
ita	14	22	65	18
ita	6	10	11.6667	6
ita	14	30	65	19
ita	16	25	85	21
ita	22	41	161	32
ita	23	42	176	34
ita	10	14	33	13
ita	8	10	21	9
ita	28	73	261	44
ita	15	29	74.6667	22
ita	7	8	16	8
ita	16	32	85	19
ita	6	7	11.6667	7
ita	26	70	225	41
ita	20	39	133	31
ita	12	18	47.6667	15
ita	11	16	40	15
ita	23	54	176	34
ita	19	35	120	32
ita	15	27	74.6667	23
ita	33	71	362.667	57
ita	6	7	11.6667	5
ita	15	30	74.6667	21
ita	19	31	120	27
ita	21	40	146.667	34
ita	11	17	40	14
ita	17	27	96	24
ita	16	32	85	20
ita	11	17	40	12
ita	22	42	161	33
ita	16	33	85	22
ita	10	16	33	12
ita	26	59	225	43
ita	22	47	161	29
ita	32	59	341	49
ita	8	13	21	10
ita	30	61	299.667	51
ita	14	20	65	19
ita	21	49	146.667	28
ita	17	34	96	27
ita	18	29	107.667	24
ita	19	27	120	23
ita	24	48	191.667	40
ita	28	58	261	45
ita	29	57	280	43
ita	19	38	120	26
ita	24	43	191.667	31
ita	23	50	176	35
ita	15	27	74.6667	21
ita	17	34	96	21
ita	19	39	120	28
ita	11	14	40	14
ita	23	56	176	36
ita	17	25	96	22
ita	12	20	47.6667	15
ita	20	36	133	29
ita	24	42	191.667	35
ita	22	44	161	33
ita	29	50	280	42
ita	29	65	280	41
ita	22	57	161	36
ita	23	67	176	36
ita	21	41	146.667	32
ita	26	55	225	36
ita	22	44	161	32
ita	20	40	133	29
ita	21	50	146.667	32
ita	10	12	33	11
ita	11	21	40	18
ita	18	29	107.667	25
ita	35	70	408	52
ita	13	24	56	16
ita	19	33	120	29
ita	23	48	176	34
ita	14	22	65	19
ita	12	22	47.6667	16
ita	20	45	133	28
ita	18	25	107.667	23
ita	10	14	33	12
ita	30	61	299.667	44
ita	7	7	16	7
ita	13	23	56	18
ita	18	37	107.667	25
ita	11	22	40	14
ita	18	36	107.667	29
ita	19	47	120	30
ita	25	47	208	34
ita	23	38	176	31
ita	16	28	85	21
ita	10	16	33	12
ita	15	25	74.6667	22
ita	15	21	74.6667	21
ita	19	31	120	26
ita	39	103	506.667	66
ita	18	29	107.667	22
ita	15	26	74.6667	23
ita	32	83	341	63
ita	13	18	56	16
ita	14	31	65	17
ita	18	35	107.667	28
ita	16	31	85	21
ita	25	44	208	35
ita	25	42	208	39
ita	18	26	107.667	25
ita	16	24	85	19
ita	18	33	107.667	26
ita	15	20	74.6667	19
ita	33	86	362.667	55
ita	25	50	208	41
ita	25	53	208	41
ita	30	57	299.667	47
ita	22	41	161	33
ita	16	22	85	20
ita	18	29	107.667	25
ita	16	23	85	21
ita	39	107	506.667	70
ita	20	39	133	29
ita	34	66	385	56
ita	19	36	120	29
ita	22	47	161	34
ita	19	33	120	29
ita	21	38	146.667	33
ita	44	90	645	66
ita	40	89	533	72
ita	32	70	341	54
ita	22	42	161	39
ita	56	158	1045	97
ita	27	50	242.667	41
ita	16	30	85	20
ita	20	34	133	26
ita	38	96	481	59
ita	36	84	431.667	59
ita	28	54	261	41
ita	23	52	176	38
ita	30	71	299.667	60
ita	15	22	74.6667	20
ita	12	19	47.6667	17
ita	19	42	120	28
ita	16	23	85	20
ita	35	87	408	59
ita	24	56	191.667	39
ita	37	124	456	66
ita	32	78	341	55
ita	9	13	26.6667	10
ita	18	37	107.667	23
ita	38	85	481	59
ita	16	25	85	21
ita	24	47	191.667	37
ita	15	20	74.6667	19
ita	15	24	74.6667	20
ita	27	51	242.667	41
ita	16	26	85	20
ita	19	37	120	29
ita	18	32	107.667	25
ita	29	60	280	48
ita	13	19	56	17
ita	37	84	456	67
ita	15	25	74.6667	19
ita	23	36	176	32
ita	59	110	1160	105
ita	8	12	21	9
ita	25	55	208	43
ita	7	12	16	9
ita	16	20	85	19
ita	11	21	40	18
ita	7	9	16	6
ita	8	14	21	8
ita	17	29	96	24
ita	19	38	120	24
ita	32	52	341	46
ita	28	66	261	47
ita	18	33	107.667	24
ita	44	119	645	81
ita	16	28	85	23
ita	21	40	146.667	32
ita	11	16	40	14
ita	22	45	161	33
ita	27	54	242.667	40
ita	16	22	85	20
ita	20	35	133	29
ita	31	74	320	57
ita	20	37	133	30
ita	15	21	74.6667	18
ita	31	64	320	52
ita	18	32	107.667	25
ita	27	49	242.667	40
ita	32	65	341	53
ita	20	51	133	29
ita	14	21	65	17
ita	24	49	191.667	39
ita	19	41	120	24
ita	19	33	120	29
ita	28	46	261	40
ita	23	45	176	35
ita	20	29	133	25
ita	32	59	341	50
ita	45	118	674.667	84
ita	14	33	65	18
ita	44	96	645	77
ita	41	82	560	69
ita	23	55	176	37
ita	17	32	96	25
ita	21	33	146.667	26
ita	18	30	107.667	27
ita	40	84	533	70
ita	26	56	225	39
ita	23	45	176	39
ita	18	38	107.667	30
ita	16	22	85	21
ita	23	51	176	39
ita	35	66	408	60
ita	19	40	120	28
ita	14	27	65	19
ita	19	37	120	27
ita	42	137	587.667	78
ita	20	31	133	27
ita	13	23	56	17
ita	24	62	191.667	37
ita	18	54	107.667	27
ita	35	82	408	67
ita	27	44	242.667	40
ita	18	31	107.667	21
ita	20	45	133	29
ita	18	38	107.667	28
ita	27	63	242.667	45
ita	24	48	191.667	36
ita	20	37	133	34
ita	35	87	408	64
ita	9	12	26.6667	10
ita	22	44	161	32
ita	25	48	208	36
ita	13	20	56	19
ita	12	20	47.6667	17
ita	17	32	96	27
ita	28	44	261	41
ita	21	37	146.667	31
ita	23	42	176	37
ita	34	69	385	54
ita	20	40	133	31
ita	24	55	191.667	42
ita	40	89	533	64
ita	24	46	191.667	38
ita	10	14	33	12
ita	51	137	866.667	95
ita	30	67	299.667	53
ita	20	32	133	29
ita	24	45	191.667	38
ita	30	66	299.667	51
ita	30	50	299.667	45
ita	22	53	161	37
ita	35	72	408	57
ita	20	36	133	27
ita	21	37	146.667	30
ita	16	25	85	18
ita	13	18	56	16
ita	29	52	280	48
ita	6	8	11.6667	6
ita	22	47	161	33
ita	20	35	133	30
ita	34	72	385	53
ita	32	67	341	53
ita	35	70	408	57
ita	17	23	96	22
ita	26	49	225	40
ita	17	33	96	25
ita	8	9	21	9
ita	8	10	21	9
ita	13	23	56	19
ita	40	92	533	72
ita	13	36	56	19
ita	20	45	133	33
ita	17	32	96	25
ita	28	67	261	43
ita	27	53	242.667	42
ita	17	38	96	25
ita	19	35	120	31
ita	9	17	26.6667	12
ita	24	47	191.667	34
ita	41	83	560	66
ita	60	190	1199.67	122
ita	25	51	208	34
ita	49	112	800	80
ita	16	27	85	24
ita	20	32	133	29
ita	33	63	362.667	51
ita	19	42	120	29
ita	12	16	47.6667	14
ita	21	37	146.667	32
ita	27	75	242.667	46
ita	31	79	320	58
ita	16	31	85	24
ita	11	16	40	13
ita	17	40	96	26
ita	37	73	456	57
ita	27	53	242.667	41
ita	7	9	16	8
ita	12	21	47.6667	17
ita	21	37	146.667	28
ita	24	37	191.667	36
ita	10	13	33	12
ita	25	50	208	41
ita	9	15	26.6667	12
ita	17	33	96	27
ita	26	46	225	46
ita	12	15	47.6667	15
ita	23	43	176	37
ita	14	25	65	17
ita	13	24	56	17
ita	35	70	408	59
ita	25	48	208	40
ita	23	39	176	32
ita	21	37	146.667	31
ita	25	73	208	39
ita	28	70	261	48
ita	16	28	85	20
ita	15	26	74.6667	20
ita	13	16	56	15
ita	21	39	146.667	32
ita	23	41	176	32
ita	27	59	242.667	44
ita	31	62	320	57
ita	15	26	74.6667	20
ita	31	62	320	50
ita	25	60	208	40
ita	31	79	320	63
ita	30	77	299.667	54
ita	21	44	146.667	32
ita	22	40	161	37
ita	17	29	96	23
ita	23	49	176	36
ita	25	55	208	38
ita	15	27	74.6667	19
ita	20	45	133	34
ita	38	92	481	62
ita	16	27	85	21
ita	30	67	299.667	51
ita	37	72	456	62
ita	21	31	146.667	26
ita	22	36	161	31
ita	24	47	191.667	37
ita	21	46	146.667	30
ita	32	77	341	50
ita	25	53	208	43
ita	37	87	456	67
ita	25	70	208	42
ita	35	98	408	64
ita	44	104	645	82
ita	13	18	56	17
ita	29	52	280	45
ita	14	26	65	18
ita	23	46	176	32
ita	13	18	56	18
ita	17	29	96	25
ita	19	29	120	25
ita	33	63	362.667	52
ita	19	23	120	23
ita	20	30	133	29
ita	10	16	33	11
ita	12	17	47.6667	15
ita	17	27	96	22
ita	18	33	107.667	24
ita	14	22	65	19
ita	13	24	56	23
ita	15	21	74.6667	20
ita	22	42	161	37
ita	23	35	176	32
ita	17	29	96	27
ita	16	32	85	25
ita	31	58	320	48
ita	22	41	161	34
ita	18	31	107.667	25
ita	17	25	96	25
ita	10	15	33	14
ita	25	61	208	39
ita	5	5	8	4
ita	9	14	26.6667	11
ita	31	95	320	53
ita	12	23	47.6667	18
ita	15	24	74.6667	17
ita	11	14	40	13
ita	23	41	176	33
ita	23	45	176	33
ita	23	49	176	37
ita	25	43	208	39
ita	31	75	320	50
ita	31	69	320	54
ita	35	72	408	52
ita	38	93	481	74
ita	24	42	191.667	37
ita	29	66	280	50
ita	21	35	146.667	30
ita	22	46	161	39
ita	11	15	40	14
ita	29	71	280	47
ita	16	34	85	22
ita	21	60	146.667	32
ita	24	51	191.667	40
ita	13	20	56	16
ita	9	19	26.6667	13
ita	13	22	56	15
ita	40	91	533	66
ita	24	53	191.667	38
ita	20	47	133	34
ita	25	54	208	42
ita	29	75	280	52
ita	17	28	96	24
ita	8	15	21	10
ita	28	53	261	46
ita	29	48	280	37
ita	20	43	133	34
ita	34	65	385	55
ita	28	52	261	44
ita	25	51	208	40
ita	11	17	40	13
ita	31	66	320	53
ita	13	22	56	16
ita	16	24	85	20
ita	24	49	191.667	39
ita	23	44	176	34
ita	19	35	120	27
ita	43	96	616	71
ita	14	19	65	18
ita	18	33	107.667	26
ita	21	39	146.667	29
ita	23	56	176	36
ita	35	60	408	50
ita	21	42	146.667	33
ita	10	16	33	12
ita	17	27	96	22
ita	29	56	280	47
ita	37	74	456	53
ita	15	24	74.6667	22
ita	22	48	161	33
ita	24	34	191.667	33
ita	20	39	133	26
ita	16	33	85	24
ita	8	10	21	9
ita	34	74	385	54
ita	7	9	16	6
ita	14	24	65	21
ita	22	36	161	34
ita	23	37	176	31
ita	12	21	47.6667	17
ita	33	66	362.667	51
ita	26	60	225	42
ita	24	48	191.667	41
ita	19	29	120	25
ita	22	41	161	29
ita	14	21	65	19
ita	25	56	208	41
ita	32	70	341	56
ita	19	36	120	27
ita	15	19	74.6667	18
ita	17	32	96	25
ita	28	56	261	48
ita	24	43	191.667	35
ita	13	17	56	16
ita	31	74	320	51
ita	18	29	107.667	27
ita	31	79	320	54
ita	46	123	705	97
ita	15	19	74.6667	18
ita	17	28	96	27
ita	23	53	176	35
ita	17	30	96	23
ita	36	66	431.667	54
ita	11	14	40	13
ita	16	34	85	23
ita	16	30	85	22
ita	13	28	56	21
ita	23	47	176	35
ita	17	37	96	26
ita	14	19	65	18
ita	53	126	936	106
ita	16	30	85	22
ita	14	29	65	20
ita	37	120	456	66
ita	6	7	11.6667	6
ita	27	48	242.667	42
ita	23	40	176	34
ita	13	20	56	15
ita	13	29	56	17
ita	13	28	56	19
ita	10	16	33	12
ita	12	23	47.6667	15
ita	30	71	299.667	48
ita	10	15	33	11
ita	8	10	21	9
ita	14	23	65	19
ita	22	42	161	34
ita	7	12	16	10
ita	4	4	5	3
ita	12	15	47.6667	14
ita	16	29	85	23
ita	13	26	56	17
ita	22	41	161	34
ita	37	68	456	52
ita	28	42	261	40
ita	8	16	21	11
ita	9	13	26.6667	10
ita	15	27	74.6667	22
ita	15	29	74.6667	19
ita	34	91	385	61
ita	16	25	85	21
ita	37	74	456	58
ita	10	15	33	12
ita	20	34	133	30
ita	13	24	56	18
ita	43	110	616	87
ita	30	61	299.667	49
ita	34	64	385	57
ita	17	32	96	23
ita	14	24	65	17
ita	17	33	96	26
ita	7	10	16	6
ita	16	31	85	23
ita	21	72	146.667	34
ita	15	25	74.6667	19
ita	26	58	225	37
ita	32	71	341	45
ita	18	31	107.667	25
ita	22	45	161	35
ita	17	25	96	25
ita	19	49	120	30
ita	13	18	56	16
ita	31	82	320	54
ita	18	27	107.667	24
ita	19	28	120	26
ita	19	32	120	29
ita	33	69	362.667	49
ita	17	37	96	24
ita	10	15	33	12
ita	18	31	107.667	25
ita	22	44	161	29
ita	26	57	225	39
ita	7	10	16	8
ita	30	52	299.667	45
ita	25	43	208	39
ita	13	18	56	17
ita	14	31	65	20
ita	10	12	33	12
ita	8	9	21	8
ita	18	26	107.667	25
ita	19	28	120	26
ita	8	14	21	8
ita	21	40	146.667	33
ita	13	31	56	19
ita	31	62	320	52
ita	24	40	191.667	36
ita	22	42	161	33
ita	26	46	225	39
ita	20	34	133	28
ita	19	33	120	24
ita	14	23	65	18
ita	26	41	225	35
ita	21	35	146.667	25
ita	23	38	176	35
ita	20	40	133	36
ita	14	29	65	19
ita	21	46	146.667	27
ita	30	87	299.667	48
ita	9	12	26.6667	11
ita	33	79	362.667	58
ita	10	15	33	15
ita	24	50	191.667	38
ita	6	7	11.6667	6
ita	13	22	56	17
ita	21	36	146.667	28
ita	10	12	33	10
ita	19	35	120	25
ita	12	20	47.6667	17
ita	20	38	133	30
ita	7	9	16	8
ita	19	31	120	28
ita	26	59	225	39
ita	22	58	161	35
ita	26	55	225	44
ita	9	23	26.6667	10
ita	31	71	320	56
ita	22	44	161	32
ita	16	32	85	26
ita	23	40	176	38
ita	17	39	96	27
ita	16	30	85	21
ita	25	47	208	38
ita	27	61	242.667	45
ita	8	10	21	10
ita	14	23	65	19
ita	22	58	161	32
ita	27	53	242.667	45
ita	29	58	280	50
ita	19	39	120	27
ita	15	22	74.6667	19
ita	20	36	133	30
ita	13	16	56	15
ita	21	40	146.667	31
ita	13	20	56	13
ita	21	37	146.667	32
ita	8	11	21	10
ita	14	27	65	19
ita	21	39	146.667	30
ita	15	33	74.6667	23
ita	29	55	280	48
ita	16	28	85	22
ita	22	42	161	34
ita	20	40	133	29
ita	23	48	176	32
ita	22	50	161	30
ita	6	7	11.6667	6
ita	14	31	65	19
ita	20	38	133	28
ita	33	59	362.667	51
ita	19	39	120	31
ita	11	17	40	14
ita	7	11	16	10
ita	13	22	56	20
ita	14	25	65	21
ita	23	44	176	34
ita	23	50	176	32
ita	22	58	161	32
ita	23	44	176	27
ita	22	53	161	35
ita	15	23	74.6667	20
ita	9	18	26.6667	12
ita	20	43	133	32
ita	9	10	26.6667	10
ita	6	7	11.6667	6
ita	27	55	242.667	45
ita	24	59	191.667	38
ita	17	35	96	25
ita	20	31	133	25
ita	15	21	74.6667	19
ita	22	52	161	36
ita	4	3	5	3
ita	29	58	280	49
ita	34	58	385	51
ita	14	21	65	18
ita	12	23	47.6667	16
ita	19	33	120	26
ita	30	62	299.667	53
ita	24	57	191.667	37
ita	23	39	176	35
ita	17	24	96	22
ita	22	38	161	30
ita	23	44	176	38
ita	12	19	47.6667	15
ita	36	75	431.667	66
ita	20	40	133	31
ita	20	43	133	32
ita	14	20	65	18
ita	21	39	146.667	35
ita	16	22	85	21
ita	23	53	176	33
ita	18	34	107.667	26
ita	19	43	120	28
ita	20	38	133	29
ita	20	32	133	26
ita	29	74	280	52
ita	25	43	208	34
ita	16	34	85	23
ita	26	43	225	37
ita	14	27	65	19
ita	18	23	107.667	23
ita	21	47	146.667	34
ita	27	49	242.667	41
ita	29	62	280	46
ita	23	50	176	40
ita	18	27	107.667	24
ita	18	30	107.667	24
ita	14	26	65	19
ita	24	52	191.667	44
ita	21	37	146.667	31
ita	22	41	161	35
ita	18	33	107.667	28
ita	29	65	280	48
ita	30	74	299.667	49
ita	29	54	280	45
ita	41	100	560	78
ita	24	45	191.667	38
ita	35	84	408	57
ita	18	30	107.667	23
ita	14	23	65	21
ita	22	41	161	34
ita	20	37	133	28
ita	33	69	362.667	51
ita	19	47	120	29
ita	14	24	65	19
ita	21	30	146.667	30
ita	20	43	133	30
ita	21	32	146.667	31
ita	27	71	242.667	43
ita	30	65	299.667	51
ita	21	38	146.667	30
ita	29	54	280	42
ita	35	73	408	60
ita	18	32	107.667	27
ita	25	45	208	36
ita	15	19	74.6667	19
ita	12	17	47.6667	17
ita	29	56	280	44
ita	26	49	225	42
ita	32	88	341	54
ita	29	50	280	43
ita	23	41	176	35
ita	39	78	506.667	70
ita	32	68	341	50
ita	20	43	133	29
ita	21	41	146.667	31
ita	46	132	705	76
ita	23	48	176	38
jpn	43	115	616	77
jpn	23	37	176	31
jpn	49	190	800	77
jpn	38	94	481	61
jpn	18	39	107.667	26
jpn	19	36	120	25
jpn	12	22	47.6667	15
jpn	33	119	362.667	55
jpn	24	61	191.667	34
jpn	7	9	16	6
jpn	30	85	299.667	42
jpn	19	48	120	28
jpn	26	68	225	36
jpn	29	78	280	49
jpn	24	62	191.667	36
jpn	19	52	120	26
jpn	19	32	120	23
jpn	51	173	866.667	101
jpn	17	54	96	22
jpn	37	121	456	58
jpn	19	38	120	22
jpn	20	42	133	24
jpn	35	109	408	58
jpn	17	35	96	24
jpn	19	46	120	26
jpn	23	61	176	35
jpn	38	108	481	59
jpn	28	65	261	45
jpn	20	42	133	30
jpn	45	192	674.667	69
jpn	24	60	191.667	38
jpn	22	52	161	28
jpn	23	44	176	29
jpn	37	134	456	62
jpn	29	94	280	41
jpn	29	82	280	40
jpn	30	73	299.667	44
jpn	11	24	40	12
jpn	13	22	56	13
jpn	16	28	85	17
jpn	25	84	208	39
jpn	13	32	56	15
jpn	23	86	176	37
jpn	39	109	506.667	55
jpn	39	121	506.667	58
jpn	34	92	385	54
jpn	25	65	208	35
jpn	36	79	431.667	55
jpn	30	75	299.667	47
jpn	43	105	616	75
jpn	21	47	146.667	30
jpn	25	46	208	32
jpn	18	33	107.667	22
jpn	32	88	341	44
jpn	18	31	107.667	22
jpn	36	78	431.667	55
jpn	51	155	866.667	95
jpn	18	36	107.667	21
jpn	29	51	280	43
jpn	25	67	208	40
jpn	24	61	191.667	39
jpn	17	36	96	20
jpn	12	23	47.6667	13
jpn	21	63	146.667	32
jpn	26	81	225	37
jpn	13	24	56	13
jpn	35	117	408	55
jpn	33	60	362.667	52
jpn	16	31	85	20
jpn	29	93	280	48
jpn	23	53	176	32
jpn	30	84	299.667	49
jpn	28	57	261	45
jpn	29	73	280	46
jpn	20	50	133	27
jpn	24	53	191.667	33
jpn	18	44	107.667	25
jpn	28	78	261	43
jpn	29	77	280	45
jpn	25	81	208	31
jpn	15	30	74.6667	19
jpn	27	83	242.667	36
jpn	55	163	1008	89
jpn	25	80	208	39
jpn	48	110	767.667	76
jpn	38	119	481	64
jpn	31	97	320	50
jpn	28	119	261	45
jpn	43	105	616	56
jpn	26	69	225	40
jpn	21	56	146.667	28
jpn	43	150	616	68
jpn	42	93	587.667	70
jpn	30	88	299.667	43
jpn	40	135	533	59
jpn	20	43	133	25
jpn	24	57	191.667	36
jpn	41	144	560	72
jpn	20	47	133	25
jpn	25	50	208	33
jpn	41	117	560	71
jpn	29	63	280	43
jpn	61	272	1240	104
jpn	19	38	120	25
jpn	47	126	736	73
jpn	30	56	299.667	43
jpn	44	103	645	67
jpn	39	118	506.667	70
jpn	44	115	645	78
jpn	34	78	385	57
jpn	17	34	96	22
jpn	18	45	107.667	27
jpn	28	128	261	38
jpn	14	32	65	18
jpn	43	124	616	69
jpn	41	89	560	62
jpn	31	103	320	46
jpn	32	76	341	43
jpn	9	12	26.6667	9
jpn	27	48	242.667	38
jpn	14	26	65	18
jpn	51	151	866.667	91
jpn	21	42	146.667	27
jpn	21	50	146.667	32
jpn	6	8	11.6667	5
jpn	25	86	208	39
jpn	24	50	191.667	31
jpn	33	89	362.667	52
jpn	15	28	74.6667	22
jpn	26	59	225	39
jpn	26	62	225	35
jpn	25	43	208	32
jpn	30	120	299.667	45
jpn	14	39	65	16
jpn	32	84	341	51
jpn	7	11	16	6
jpn	25	83	208	42
jpn	39	126	506.667	62
jpn	29	84	280	42
jpn	25	41	208	30
jpn	37	109	456	54
jpn	40	113	533	60
jpn	30	60	299.667	42
jpn	48	189	767.667	75
jpn	24	69	191.667	37
jpn	34	90	385	54
jpn	26	54	225	37
jpn	14	29	65	15
jpn	4	5	5	3
jpn	28	57	261	36
jpn	31	101	320	51
jpn	30	103	299.667	45
jpn	25	76	208	39
jpn	23	60	176	30
jpn	33	104	362.667	64
jpn	39	133	506.667	49
jpn	28	97	261	47
jpn	30	101	299.667	36
jpn	15	27	74.6667	21
jpn	17	34	96	23
jpn	18	34	107.667	25
jpn	26	97	225	40
jpn	25	62	208	40
jpn	22	31	161	27
jpn	23	39	176	28
jpn	33	69	362.667	47
jpn	25	71	208	36
jpn	14	28	65	18
jpn	10	13	33	11
jpn	23	70	176	41
jpn	7	12	16	8
jpn	25	56	208	36
jpn	17	52	96	23
jpn	10	18	33	12
jpn	32	79	341	48
jpn	12	20	47.6667	15
jpn	31	72	320	48
jpn	13	25	56	16
jpn	19	38	120	22
jpn	21	58	146.667	30
jpn	16	23	85	20
jpn	30	103	299.667	51
jpn	26	85	225	38
jpn	20	33	133	27
jpn	24	80	191.667	41
jpn	28	80	261	45
jpn	10	20	33	13
jpn	9	16	26.6667	10
jpn	34	115	385	53
jpn	23	64	176	31
jpn	24	52	191.667	34
jpn	39	106	506.667	56
jpn	29	76	280	48
jpn	15	41	74.6667	18
jpn	27	79	242.667	43
jpn	33	82	362.667	48
jpn	46	133	705	74
jpn	34	89	385	50
jpn	15	29	74.6667	19
jpn	29	93	280	39
jpn	31	118	320	49
jpn	20	68	133	29
jpn	31	91	320	48
jpn	32	83	341	51
jpn	12	22	47.6667	16
jpn	19	37	120	26
jpn	37	128	456	56
jpn	29	64	280	51
jpn	10	21	33	10
jpn	17	34	96	27
jpn	15	34	74.6667	17
jpn	24	59	191.667	38
jpn	11	18	40	13
jpn	20	41	133	27
jpn	18	56	107.667	24
jpn	13	25	56	18
jpn	19	42	120	28
jpn	29	64	280	42
jpn	28	82	261	39
jpn	21	78	146.667	37
jpn	28	67	261	37
jpn	41	113	560	67
jpn	7	11	16	7
jpn	10	19	33	11
jpn	37	128	456	56
jpn	33	92	362.667	48
jpn	26	48	225	37
jpn	25	60	208	32
jpn	12	19	47.6667	12
jpn	6	6	11.6667	5
jpn	34	86	385	61
jpn	32	85	341	47
jpn	9	21	26.6667	11
jpn	12	25	47.6667	17
jpn	29	103	280	41
jpn	32	83	341	46
jpn	30	96	299.667	40
jpn	33	64	362.667	48
jpn	14	26	65	16
jpn	10	18	33	12
jpn	9	9	26.6667	9
jpn	31	71	320	51
jpn	43	168	616	67
jpn	21	50	146.667	34
jpn	20	49	133	26
jpn	31	66	320	43
jpn	31	80	320	41
jpn	12	26	47.6667	12
jpn	28	97	261	42
jpn	14	19	65	15
jpn	28	55	261	39
jpn	19	38	120	27
jpn	23	56	176	40
jpn	17	49	96	25
jpn	16	27	85	20
jpn	23	51	176	32
jpn	24	66	191.667	35
jpn	33	74	362.667	49
jpn	22	45	161	33
jpn	27	70	242.667	44
jpn	26	68	225	45
jpn	30	90	299.667	46
jpn	27	59	242.667	45
jpn	25	72	208	32
jpn	21	47	146.667	32
jpn	27	72	242.667	44
